f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62,f63,f64,f65,f66,f67,f68,f69,f70,f71,f72,f73,f74,f75,f76,f77,f78,f79,f80,f81,f82,f83,f84,f85,f86,f87,f88,f89,f90,f91,f92,f93,f94,f95,f96,f97,f98,f99,f100,f101,f102,f103,f104,f105,f106,f107,f108,f109,f110,f111,f112,f113,f114,f115,f116,f117,f118,f119,f120,f121,f122,f123,f124,f125,f126,f127,f128,f129,f130,f131,f132,f133,f134,f135,f136,f137,f138,f139,f140,f141,f142,f143,f144,f145,f146,f147,f148,f149,f150,f151,f152,f153,f154,f155,f156,f157,f158,f159,f160,f161,f162,f163,f164,f165,f166,f167,f168,f169,f170,f171,f172,f173,f174,f175,f176,f177,f178,f179,f180,f181,f182,f183,f184,f185,f186,f187,f188,f189,f190,f191,f192,f193,f194,f195,f196,f197,f198,f199,Person,Scientist,Place,Planet,CelestialBody
9941645.0,-9458647.0,9477269.0,-10719266.0,9767854.0,9776435.0,10669819.0,8355968.4,-6782268.0,11815088.0,7690688.0,-9726803.0,10478020.5,-7172187.0,10346710.0,10466164.0,10226425.5,-9470685.6,-9051593.0,-11053721.6,-11097659.0,9463958.0,-10865656.0,6266795.0,-2169493.6,11178840.0,8295438.4,-9365240.0,-11442450.4,-9403647.0,8896730.0,-9842760.0,5371909.2,6015609.6,-10117936.0,10092696.5,-6634728.0,-5765811.7,-9170192.0,9774600.0,11917036.0,7507726.0,-8445834.0,7926499.0,9334881.0,-9663549.0,8062256.0,10358371.6,-7790506.0,-7623590.5,-10481433.0,6164445.4,-9703564.0,9065612.4,-9572858.0,9949051.0,8479661.5,-7267391.0,-10362483.6,-8895311.5,-12032071.5,7984708.0,7963573.0,-7388860.0,-7792650.0,11116511.4,-9670202.0,8414607.5,10245890.0,-10708406.0,-8139473.0,-10454588.0,11548021.4,11854841.0,-11265431.0,-6140717.0,7674553.0,-6855024.4,-9512338.0,8003689.0,-9528378.4,6145366.0,6517450.5,8212560.0,8557253.0,2395999.8,-8909986.0,9949761.0,8309539.0,7430022.0,-4444484.0,-9462134.0,-5611067.3,-9045642.0,8048303.4,-9877394.0,9696431.5,-312156.5,681256.04,10612731.4,-9426001.0,7816528.0,-9881717.0,7680543.5,11690082.4,-8106408.0,-4986202.0,9248493.0,-8518617.0,4806499.0,-10162525.6,8924228.0,8914548.0,-7508336.0,-8130161.5,9060078.0,4771099.6,-6356127.0,4806845.3,-8398177.0,-10193953.0,-8518889.0,-3309412.7,-9197818.0,-9352933.0,852013.7,-8814746.0,9620480.0,1352364.6,-2907728.0,-9571405.5,4629852.6,-8301392.0,-5363883.0,-9787129.6,-5131524.8,-10335624.0,-10893644.0,7926980.0,-9703407.0,-4855114.0,-11326764.5,8705370.0,-6186979.3,8017553.4,-10092436.0,-10118868.0,-10466309.0,-9085259.6,5663863.2,9665742.5,-6706127.5,4502016.3,-6149794.0,-12101032.6,10543782.0,-5132026.2,-11321398.6,9222808.0,7938433.0,-9406343.0,7679720.0,10763405.0,5661417.0,-6522155.6,-10327866.0,-10475311.4,-7479391.0,10031576.0,4044730.0,132007.09,-7631873.0,-7447697.0,9541156.0,-10806144.0,-10022289.0,3899054.2,7691815.5,-958360.0,-9324902.0,-8386961.0,-10611303.0,-6888895.0,-9249551.6,10514153.0,6564575.4,6607059.4,2275111.2,-9460594.5,8592875.0,10343993.0,6344077.0,-9483778.0,-7990132.0,4447148.4,-8438021.0,10420807.5,-7812041.0,6795378.0,996788.4,1,1,0,0,0
9173421.0,-9589638.6,9040093.4,-8355604.0,7913236.0,9304197.0,9932680.4,9533673.0,-10682697.6,9453905.0,8703402.0,-8011128.0,9309465.4,-8732498.0,10983240.0,7968699.0,10975247.0,-9455366.0,-9267562.0,-7621360.6,-10851081.5,8213727.0,-10665040.0,6611346.5,-646906.53,10038747.0,9762376.0,-9012321.0,-8524192.0,-9619565.0,8175181.6,-9250960.5,1583023.4,7382607.5,-8746385.6,10309487.6,-6843879.0,-4550289.7,-9524147.0,9312719.0,9962275.6,7830687.6,-10830722.0,9349295.0,8858693.0,-8445359.0,6485665.0,10605109.5,-7316355.0,-9478656.0,-9987876.6,6498946.0,-9807046.5,8494250.5,-10041575.0,10935327.4,9145952.0,-8069980.0,-9159696.0,-8490272.0,-11187521.0,8169538.0,8813745.5,-7163911.0,-7143307.5,7565659.0,-10845672.0,7240236.0,9167737.0,-9067722.4,-8395772.0,-8240133.0,10043345.0,9318679.6,-8128483.0,-6503431.0,10022798.0,-7132490.0,-9172360.0,8068445.0,-7416095.6,6357937.0,8385324.5,8468462.5,8225422.0,612483.5,-9642597.0,11049306.4,8926999.0,9301011.0,-3337065.0,-9858443.6,-8759732.5,-8527208.0,6571791.0,-9803864.0,9121928.0,-2015070.0,1901506.4,9616651.4,-10329321.0,8994187.0,-9593191.0,7490628.0,8681791.0,-9933627.4,-7142646.0,10468541.0,-8544841.4,4355275.0,-9878571.0,7442585.0,8675402.4,-5003500.0,-7825836.5,7652493.6,2848041.0,-8041414.6,7498336.0,-8061240.6,-10010996.0,-8332858.0,-2593186.5,-8505924.0,-8556957.0,64416.137,-7564924.0,9767914.0,908770.2,-4436272.4,-10687240.0,3855917.0,-7255436.0,-6088249.4,-7964856.0,-5954129.2,-9193474.0,-9093604.0,7381042.0,-8155544.0,-7238342.6,-10631411.0,9147020.4,-6152278.6,6983700.4,-11153532.6,-9360830.0,-9587864.0,-10013564.0,4902580.8,10472961.0,-8091800.0,5458161.0,-5793243.0,-6802746.0,7430622.0,-5039118.0,-9787190.0,8754703.0,7855153.0,-8834115.0,8092131.0,9278490.0,7144812.0,-4369134.5,-10102019.5,-8969767.4,-9629101.0,9674386.0,4682239.0,1346040.8,-8270554.0,-4438700.5,10331154.6,-9700628.0,-10072736.4,4487211.6,7383506.0,-1942277.9,-7717299.5,-6930078.6,-9248818.5,-6463926.0,-8229121.0,9997379.0,6100184.0,5633463.3,2521755.5,-9842975.4,9974763.5,7291089.0,5226131.5,-9884900.6,-8475212.0,1592902.1,-8478567.0,8256210.0,-9259390.0,4308772.0,-888073.5,1,1,0,0,0
8889119.0,-10156078.0,11065469.0,-9371003.0,10591025.0,9427831.0,11663886.0,9595422.4,-8922883.0,9922236.0,11788092.0,-9489988.0,11661829.0,-10866068.0,10579399.0,10717947.0,11339276.0,-9251737.6,-10770846.0,-8163337.0,-10555529.6,10430731.6,-9397711.6,6379893.0,-875925.1,10755307.0,10633544.0,-11480880.5,-9028361.0,-10851455.5,9585206.0,-9605846.6,4527129.6,6164319.0,-10243400.0,10258617.0,-8475581.0,-4578256.6,-10627949.0,9222334.0,11147809.0,9039067.0,-10936653.6,7190798.0,9762466.0,-7617997.0,8683310.0,10385622.0,-8083381.0,-9489863.0,-9526268.0,6591151.0,-9957459.6,9258788.0,-8997016.4,9892328.0,9259062.0,-6618306.0,-12217417.0,-8995450.0,-10103313.0,9259972.0,8309419.0,-8696090.4,-9817818.6,11860457.0,-11714817.0,9008884.4,11305106.4,-10381039.0,-8612684.0,-9991981.0,12099593.0,10009525.0,-11111569.4,-5686136.3,9702799.0,-6397107.0,-9366251.0,8470000.0,-9977589.5,8595749.0,7073299.6,8217659.0,9605611.0,947707.8,-10858989.0,12046391.5,8824341.0,9040283.4,-5042090.3,-6941565.0,-8343218.0,-11282983.0,8708994.0,-7263216.0,9822775.4,3097830.7,2075490.5,8597189.0,-11404201.4,8673420.0,-10673729.0,8473844.0,11627772.0,-8688540.0,-3976281.7,8177034.0,-11162404.0,3093711.1,-10901087.5,9170624.0,9462422.0,-8574096.0,-5531104.0,6400947.0,5460809.5,-8572946.5,7242149.0,-9303004.0,-9111569.0,-8175128.0,-1529071.0,-9493051.5,-9253623.0,457649.5,-10948597.0,9998881.0,1436570.0,-2654450.6,-8918718.0,6409088.5,-8163763.0,-7542638.0,-8094422.5,-5759730.2,-9030124.0,-9927215.0,8369163.4,-9755595.0,-6072745.5,-8774447.4,9855424.6,-5948877.7,8068430.0,-9648495.0,-10782970.0,-11013733.6,-9689602.0,7368271.0,10933059.0,-9041978.4,4875507.6,-7928102.5,-12113702.0,8641852.0,-6333966.0,-9718165.5,8940133.0,4706974.3,-9388155.0,9975483.0,11038102.0,8058899.0,-10039244.0,-9572875.5,-8163454.4,-9498966.5,10650391.0,3687341.0,512697.1,-8021577.4,-7601646.0,10064880.0,-9622428.0,-8964030.4,2882670.8,8477842.0,-1968222.7,-10113393.0,-8183573.0,-10683901.6,-5204664.0,-10394505.0,10163560.5,8131622.5,6146725.0,2233182.3,-10509635.5,9741194.5,8741357.0,6784540.4,-10704316.0,-10450084.5,4161037.0,-5236182.7,10493831.0,-8670319.0,6456778.0,1937687.2,1,1,0,0,0
9565471.0,-10414743.4,9300925.6,-8821401.0,8700407.0,8854140.0,9966642.4,9835315.0,-10015437.0,7593331.5,9297121.0,-10327295.0,9733242.0,-10796642.0,10134236.0,8432041.0,11308500.0,-8629952.0,-8757803.6,-8072352.0,-8517500.0,7826540.6,-10626202.0,7357589.0,-419615.1,11096138.5,9362771.0,-9265758.0,-9800286.0,-9612400.0,8467324.0,-9937993.4,2526223.3,6584594.0,-9261158.0,9392557.0,-7755912.0,-4088495.7,-10378317.0,9350538.0,10412343.6,8207557.0,-10136130.0,7483322.0,8860694.6,-8645087.0,8100730.0,10244388.0,-7895755.0,-8581162.0,-9900207.0,5922877.8,-10756072.0,9753802.0,-8578682.0,10571619.0,11098879.0,-9103533.6,-10566340.0,-10379245.0,-10082418.5,10234962.0,8603627.0,-9207798.0,-8445917.0,9919145.0,-9696513.0,6895625.6,9674607.0,-9602069.0,-8233925.0,-9162522.0,11362780.0,10073891.0,-10612415.0,-5573876.2,8736715.5,-7762557.0,-9076591.0,6973312.0,-9183352.4,5680917.0,8130112.0,8639552.0,8915069.0,1506549.2,-11702986.0,9038729.0,8549277.0,10027002.5,-3389433.4,-8795592.0,-6948927.0,-10402959.0,7524019.0,-7208468.0,9763428.0,472240.5,972801.5,11068130.0,-10178589.0,8833141.0,-10341772.0,8246231.0,9355111.4,-8473169.0,-8215193.5,9568294.0,-9621528.0,4329544.7,-8750345.6,9035265.0,9253410.0,-6356405.0,-8991021.0,7662564.5,2477998.3,-8279942.0,6988485.0,-9565687.0,-4981297.0,-8701829.6,-5226138.2,-8025037.5,-8912575.0,-114355.06,-7306031.0,8547949.0,464165.96,-3966024.5,-9678899.0,4856614.0,-6935149.0,-6212527.7,-8294278.0,-5083019.7,-10108112.0,-9676395.0,7679500.0,-8640656.0,-6442743.0,-9141613.5,9230071.0,-4923376.4,9076653.0,-10261431.0,-9727835.0,-11324555.0,-10087836.5,6330960.0,9921148.0,-6968388.0,3513504.6,-5506508.0,-9520817.0,8950028.6,-4243813.5,-10159822.6,8744550.5,7511084.5,-10090593.0,9324889.0,9177936.0,7409081.0,-5273872.0,-10249421.0,-9302977.0,-9152897.0,8986547.6,6691864.0,2197155.4,-7557667.0,-4538047.7,10547013.0,-10448041.0,-9382801.5,1717578.8,8447548.0,-3326820.0,-8728301.5,-7795032.0,-9775717.0,-4932015.8,-9225231.4,7589293.0,6432673.0,5691338.7,1737158.4,-8797099.4,8769248.0,9917991.0,5531450.4,-9814253.0,-9105565.0,1997739.3,-8158138.4,8175628.0,-9121925.4,4220524.4,2257455.7,1,1,0,0,0
10518216.0,-8939602.0,9489450.0,-8753820.0,8015779.4,9974187.0,9614620.0,9494528.0,-9148456.0,10466064.0,9290901.6,-10001407.6,8592587.0,-11022986.0,9463597.0,8453189.6,8984423.4,-9886947.0,-9648166.6,-9087083.0,-8739891.0,9771202.0,-9788000.6,3948365.0,791676.2,10097676.5,7155257.5,-9048357.6,-10475498.4,-8881511.0,6986441.0,-9433551.0,3790359.6,4895172.3,-7430207.0,8284861.6,-7630040.5,-5639812.4,-9356522.6,8977239.6,10946093.5,6533804.5,-9974446.0,8427628.0,10454203.0,-10952479.0,7703422.0,8358843.6,-7751053.6,-9836542.6,-9354675.0,5141109.6,-9785247.0,10967401.0,-7135701.0,9131028.5,10013894.0,-8470568.0,-10413761.4,-9424107.5,-10680798.4,10287766.0,5464742.7,-7108541.0,-9207864.0,11471090.0,-8893449.6,7349903.0,8094000.0,-10463400.0,-8405820.0,-7463050.0,11716701.0,10828352.0,-9413275.0,-5697409.0,6390730.0,-7497364.0,-7685932.0,8069618.0,-10528456.4,5783682.3,7510727.0,7866189.0,9372466.0,1076175.6,-9853851.0,8601335.4,8418810.0,8077867.0,-3467121.3,-8262296.0,-5644474.6,-9724367.4,7390009.6,-10126541.0,9862256.0,-1460317.1,80728.193,10148374.0,-9468127.0,8680519.0,-10281611.0,7592459.0,10261992.0,-6333425.0,-6252575.0,7417415.0,-10323865.0,3262634.6,-8198166.0,9759958.0,9703999.0,-6234469.3,-8346654.5,7267202.0,5157283.0,-9490045.0,3496067.0,-8016027.5,-8808229.0,-7763392.5,-3569613.8,-7862304.0,-7987779.0,150063.45,-6288280.0,9723101.0,1808426.7,-4053148.0,-5973121.0,6918790.0,-6093349.3,-6245607.5,-7990925.0,-4979036.4,-8996721.0,-9044799.0,5491739.5,-9410343.0,-7430509.5,-9794395.4,5664781.5,-5047229.7,8402417.0,-10634486.4,-9517433.0,-10368024.0,-9065258.5,4701256.8,8097780.5,-6054816.8,4886435.0,-4905187.0,-9922458.0,8637028.0,-1318195.9,-9871304.0,10096238.6,6635554.0,-7393994.0,9300939.0,10107826.4,7583707.6,-8188446.0,-9619506.4,-9031166.0,-7379745.0,9486540.0,5199286.7,1628269.6,-6270624.0,-7545619.0,8973911.0,-8407226.0,-9847659.6,5444970.7,8035925.0,-4899781.2,-8493487.5,-7644535.0,-9347328.5,-6881616.0,-9442327.0,8987000.0,6697743.0,3745160.3,915988.7,-8234433.0,9591745.6,9610306.0,6431500.0,-8808192.6,-7363085.0,2550811.3,-7268502.6,9041169.0,-8929892.0,5689436.0,153980.96,1,1,0,0,0
10181268.0,-10556902.0,9555900.0,-10200667.4,10413954.0,10246111.5,11789389.0,9053833.0,-8836292.5,11096708.5,10201695.6,-9659786.5,10504886.0,-10582383.0,10961898.0,10555293.0,11710673.6,-11449525.5,-9991161.5,-8595138.0,-10530522.5,8927445.0,-13492991.0,5105761.8,-2019108.3,11070107.0,7597910.6,-9510311.0,-10607608.4,-9202524.0,9666186.0,-8421025.0,6652427.5,4698451.0,-8177414.0,11222515.0,-8596968.0,-4671549.0,-10813697.0,10694150.0,10473084.0,7732286.0,-10875972.0,7587759.0,9660277.5,-8312447.0,6652790.0,7841599.0,-7075069.0,-8791327.0,-10776952.0,5880584.2,-10475296.5,9498384.6,-9209000.0,11674185.0,9854668.4,-7810213.0,-10719799.0,-9763052.0,-11160979.0,10280388.6,7609915.0,-9437375.5,-8686685.6,10840671.0,-10997461.0,10412613.0,10193575.0,-8935813.6,-7113460.0,-11810519.5,11340106.0,9888299.6,-10752752.0,-7170816.5,8867408.0,-8971137.6,-10102396.0,8091391.6,-9198015.0,6017609.3,8007660.5,8418159.0,8669561.0,1589456.4,-10301252.5,10520533.5,9167984.0,7934933.0,-3409116.0,-7622331.0,-7467847.0,-10401745.0,7833674.6,-7168957.6,9713565.6,1714040.0,3655803.6,10219898.0,-9481379.0,7718634.0,-10687680.5,8410620.0,9221288.0,-9850436.0,-3894534.3,9741576.0,-9671900.0,5866084.0,-12592780.0,9741314.5,8948915.0,-8467576.0,-7657777.5,8877514.0,3974677.2,-9032050.0,6917563.0,-6933118.0,-8040951.0,-8287089.0,-6129208.6,-10935106.0,-8975822.0,-198570.69,-7017510.0,9698338.0,714308.63,-4698291.4,-9138439.0,5072815.0,-8196661.0,-7001164.6,-10529186.6,-6580281.0,-9206302.0,-9977674.0,7604857.5,-8404676.0,-6538707.0,-10959834.0,9206492.0,-5362111.0,8330883.0,-10430100.6,-9868602.5,-9752365.0,-11081624.0,7815077.0,10577837.0,-7777382.4,5466220.0,-7631568.6,-9700821.0,9074563.0,-7217548.0,-9977645.0,8830641.0,7012844.0,-9161572.0,9501926.6,10902485.0,6164044.5,-8167919.0,-10966460.4,-12607860.0,-7827485.0,9083705.4,6190183.8,3999114.0,-7552204.0,-3921722.6,9344052.0,-10378310.0,-10618330.0,2240278.2,8158147.0,-1945376.4,-8643032.0,-9248069.0,-8621503.0,-2606772.4,-9194129.0,11664557.5,8783332.0,6433368.0,1894462.7,-10109188.4,9218618.0,8688819.4,5175179.0,-11789579.0,-9613175.0,4901769.0,-7029981.0,10298227.0,-9407503.0,7081737.0,1212158.8,1,1,0,0,0
12186130.0,-11010811.5,9852466.0,-8894405.0,10316842.0,9618884.0,11885969.0,10168568.0,-8321604.0,11146773.0,9432390.0,-6743860.0,9953885.0,-10644956.0,11219201.0,11044900.0,11365981.4,-7962657.0,-9650444.0,-10020738.0,-12877576.0,8332021.5,-10271963.0,4864137.2,-1790974.3,10837635.0,8930141.0,-10829003.0,-9844790.4,-8730886.0,12142032.0,-10108007.5,5277997.0,5768847.5,-9262258.6,12176062.0,-9648710.0,-6278203.4,-9048423.0,10554110.0,12244034.0,8672645.0,-8889589.5,8025750.0,9294265.0,-9510797.0,8846953.0,9801520.4,-8550861.5,-9403423.0,-10021675.0,4871016.7,-10380149.0,9845888.6,-9243724.0,11588648.0,9538052.0,-7267535.5,-9656660.0,-8915611.0,-11573060.0,10883464.0,8647551.0,-9284366.0,-9384585.0,10961572.0,-12064639.5,6498489.0,8504727.0,-10699049.0,-8370557.0,-9195974.5,13377482.0,9583316.0,-11333532.0,-5417617.4,7415344.6,-9019040.0,-9347378.0,6644513.0,-12649702.0,8764268.0,7438811.0,8250272.0,8445246.0,1488392.0,-9189650.0,9385121.0,8079647.0,8746563.0,-4052229.2,-12332702.4,-6665370.6,-10072373.0,9264596.0,-9369270.0,10256308.0,1197498.9,1759482.0,8460941.0,-10111740.0,8012829.0,-10540364.0,5981138.3,10667632.5,-8803935.0,-6583249.6,10116459.0,-9076328.6,6793230.0,-11430371.6,6555133.0,8074780.6,-8897824.0,-6023378.0,6168181.0,8428811.0,-8633026.0,5821728.3,-8018651.0,-8873553.0,-7861605.0,-3626586.0,-7713974.0,-10145972.0,-1333009.4,-7951593.0,9751986.0,1663252.7,-5393931.6,-8065431.6,5547929.0,-8365709.0,-5492890.6,-10521875.0,-7165273.0,-8479749.4,-9845841.0,8831891.0,-8302339.0,-6919095.0,-11568723.0,9252994.5,-5832317.5,8674225.0,-10983267.0,-10085858.0,-10678316.0,-9957289.0,7063170.0,9568789.0,-6741856.0,5395740.3,-9612592.0,-10291163.0,11942373.0,-6600449.0,-9146326.0,8870261.0,8380145.0,-8195077.0,8498583.0,11239492.0,6144375.4,-8244733.5,-10703940.0,-10347304.5,-8396604.0,9479187.0,3090928.0,2393621.0,-8460986.0,-6451353.0,10901486.0,-11518685.5,-12039672.0,1474674.0,8276276.0,-2003645.7,-9866983.0,-8259958.0,-11480686.0,-4308597.0,-8597867.0,10091289.0,7376861.6,4335904.5,1071852.0,-9796674.0,7128499.4,8980512.6,5914097.7,-10639068.5,-8991761.5,5387694.4,-6315897.4,9101160.6,-10285665.0,7577962.4,6039916.0,1,1,0,0,0
10545628.0,-10317563.0,11091841.0,-8616165.0,9650623.0,9804445.5,10902776.6,11057360.5,-10456706.6,11997233.0,8877621.6,-8986734.0,9653604.0,-9605478.0,10285335.0,9179310.5,11057941.0,-11467838.0,-9509849.0,-11698838.0,-7178752.0,7986139.5,-8914990.0,5767030.3,-893871.5,11225992.0,8496956.5,-10609060.0,-9759755.4,-10007874.0,9565066.0,-9097858.0,5077950.0,6831806.0,-7938246.0,10300016.0,-7566082.5,-4178676.4,-10442756.0,11016781.0,10628009.6,6315827.0,-11422455.0,8114411.0,11105316.0,-10669555.0,8239788.0,10837379.0,-7850270.0,-8771537.0,-10162636.0,4044847.2,-10766078.5,8136498.0,-6630855.0,11475421.0,9115090.0,-9243473.4,-10369713.6,-9904685.0,-11102427.5,10893449.0,9583969.0,-9733461.0,-10219544.0,10545017.6,-10637680.4,9189689.0,10664248.5,-9153834.0,-6944795.0,-8814780.0,9909556.0,11506745.0,-10124352.0,-4935200.0,8664002.0,-8916700.0,-8710191.4,6877044.0,-10794189.0,7913118.0,9223972.0,9331795.0,9441355.0,2141508.3,-10213374.0,10892356.0,9255599.0,8716363.5,-4220096.8,-9368877.0,-7895406.0,-10630764.0,8244620.0,-7445380.0,9302328.0,-3216836.0,3444906.3,9847265.5,-11236863.0,9399611.5,-11220112.0,8193010.0,10760754.0,-10156812.5,-7851661.0,11671267.4,-8358125.4,4639821.0,-9712931.0,8792805.0,10115457.0,-10087399.0,-7361767.0,7130249.0,5960690.2,-9273601.0,5422536.0,-9446508.0,-8441616.0,-7527271.0,-4375429.5,-9419044.0,-7460620.0,-341070.28,-9103312.0,9352978.0,767902.66,-3421898.0,-10432168.0,5069883.5,-8993647.0,-7144206.0,-9681992.0,-4882770.8,-9195644.0,-9591219.0,8588073.0,-6527232.0,-5827090.5,-8777810.0,10751418.0,-4819351.8,10883372.0,-9759205.0,-9343856.6,-9891794.0,-10134327.0,5955531.0,10672878.5,-7166956.0,4832989.3,-6000084.4,-10389813.0,9166310.0,-5479343.2,-10799838.0,9231934.0,6212744.0,-10462336.0,10007233.0,10486954.0,7704081.0,-5542896.7,-10101773.0,-11678761.0,-10145787.0,11411163.0,5963643.3,2401882.6,-8631819.5,-8217253.5,8978437.0,-11341134.5,-10216880.0,2072684.5,8467556.0,-1689305.3,-9218681.6,-9210467.0,-9250574.0,-5420114.5,-8938977.0,11957019.6,5597340.3,5547336.0,1255741.2,-9219035.0,9338222.4,8097061.5,7833043.0,-12159717.0,-11535244.4,3946704.8,-6050840.0,7080819.0,-8305301.0,5434169.6,1588437.7,1,1,0,0,0
9766693.0,-9364951.0,8740012.0,-8589226.0,9642534.0,10433014.0,9787293.0,9172895.0,-9842467.0,8586451.0,8773655.4,-8995031.0,10182764.4,-8682850.0,10007963.0,7410016.0,11671504.4,-11072820.4,-10482015.0,-9603623.0,-11151284.0,9029473.0,-10573950.0,7051521.5,-1473839.2,10353327.5,9404445.4,-8918333.0,-10482940.0,-10831027.5,8590434.0,-9545915.6,2864387.3,6652551.0,-9229031.0,10679125.0,-7588233.0,-3371829.5,-9707878.0,9582874.0,10180863.0,8567433.0,-11000535.0,7511338.0,9400336.0,-10024641.0,6249822.7,10034178.0,-6443335.0,-9743601.0,-9298354.4,6393086.0,-10381964.0,8521408.6,-9575860.0,10268818.0,10773762.0,-8137401.0,-9574223.0,-8059773.0,-11429618.0,9662625.0,9117090.0,-8342643.0,-6274767.0,9699515.0,-8948958.0,6424784.0,9132408.0,-9447581.0,-8465280.4,-8272304.0,11615821.0,9136889.0,-10859603.0,-6433980.0,8882273.0,-7735792.0,-8546671.0,6050210.4,-9335203.0,5805638.8,7618145.0,9417518.0,5079242.2,1904792.5,-10281780.0,11058164.4,8833200.0,10344712.4,-5599317.0,-7891631.0,-8549084.0,-9335819.0,6613767.0,-8223114.0,10677109.0,652.441,2116660.8,8744441.0,-9896546.6,8740425.0,-9823831.0,7062869.0,8973480.0,-8006600.0,-6932459.0,10405703.0,-10324544.0,4093929.8,-8562146.0,7959059.6,8958029.0,-8679157.0,-7838421.0,8233336.0,3533528.0,-7527008.0,8498268.6,-8952407.5,-7726885.0,-7295015.5,-4591634.5,-10898999.0,-9722601.6,1623723.1,-6291234.5,10034792.0,892155.15,-3058743.5,-9579185.4,3953058.6,-7881448.4,-7063638.0,-9041272.0,-5287724.7,-10182667.0,-8709869.5,7013228.0,-7858610.0,-5449512.6,-8754140.0,7748391.0,-5577090.0,9986067.0,-10235954.0,-7708012.0,-10210864.0,-10657792.0,6304841.5,10742610.0,-6378245.0,5062352.5,-7448311.0,-9194420.0,8229554.4,-4060450.0,-9776103.0,8931179.0,6227735.4,-9822699.4,9220698.5,9576279.0,6286166.0,-5299843.0,-9879073.0,-9183902.0,-7663203.0,8536203.0,5680273.0,1972760.0,-6947733.5,-4580176.0,10165609.4,-9080259.5,-8885028.0,3904619.8,8997916.0,-2086464.9,-7988478.0,-7072965.0,-10297292.0,-6817189.6,-8749200.4,9710870.0,5159925.3,6852066.0,-176680.48,-7935773.6,8298954.0,7670557.0,5961996.0,-11144078.0,-9887197.6,3268120.8,-5950110.4,9767148.0,-8914345.0,5091172.5,3980019.0,1,1,0,0,0
11244909.0,-10939098.0,8965967.6,-9098069.0,6737012.4,9119283.0,10848355.0,9489515.4,-8887663.5,11813830.0,9658200.0,-8179540.0,9691377.0,-9974123.5,10620827.0,8010477.0,11273502.0,-9475181.0,-10292139.0,-9924752.0,-9322673.0,9141309.0,-11037250.0,6255509.0,-1447557.3,10287309.4,8339571.0,-9117878.0,-10776517.5,-9133392.0,8174175.0,-10060466.0,2727305.5,6163829.0,-9456554.0,11871608.0,-5658528.0,-4938158.0,-10588958.0,8619024.6,10295964.0,8231845.0,-10397743.0,7240204.0,9322934.6,-9643998.0,7436170.4,10233936.5,-7095301.0,-9599408.0,-9859071.0,6238338.0,-9269474.0,8334846.0,-8473011.0,10813056.0,9519309.6,-8776204.0,-11477575.5,-10071009.4,-12647703.0,10874061.0,8096922.0,-8718194.0,-7280544.0,9845200.0,-10768565.0,7067261.0,10756180.0,-8832495.0,-7303373.0,-9346522.0,11541285.0,10141877.0,-10959913.0,-5840113.8,8905725.0,-7771470.4,-9991887.0,5939864.0,-10986777.4,6969207.0,7200020.0,9181352.0,9550384.4,445317.43,-6954361.5,11527039.0,8214162.0,7935762.0,-4352205.6,-9569941.5,-7590276.0,-10319918.4,7662712.0,-10442841.0,9349189.0,1261682.25,265233.87,10629515.0,-10566064.0,7392301.4,-9817874.4,7607120.0,8928309.4,-6592893.6,-6117712.7,8914615.0,-10846240.0,3819324.0,-10203958.0,7393306.5,8087923.4,-7985416.0,-7969922.6,8459693.0,4581080.4,-8825007.0,7267132.4,-9503022.6,-8993057.0,-8859977.0,-5313534.7,-9886489.0,-8540340.5,130851.56,-8020488.0,9200612.0,1205723.45,-3493957.2,-9727610.0,4017674.6,-7861742.4,-6018050.0,-9606456.0,-6393006.0,-8595501.0,-9119655.0,7667954.0,-8956767.6,-6623322.5,-9720421.6,7955800.0,-4569809.0,9090689.6,-10580306.0,-9719867.0,-11139233.0,-10206374.5,5283108.4,10785270.0,-7448427.4,4620035.0,-5289377.3,-10656147.5,9059247.0,-3796366.0,-9898937.5,10660025.0,7781768.6,-8764099.0,7158204.0,9315852.0,6771996.0,-5841626.0,-9955521.0,-9186290.0,-8689313.4,10415592.0,5958597.4,1437839.6,-8157744.0,-5582928.3,8992676.0,-10888545.0,-10561359.0,2998065.4,8839626.6,-2996676.6,-7902075.0,-7641162.0,-10018007.5,-4776847.4,-9237780.4,9998705.0,6061157.6,5232976.4,1718217.5,-9917702.0,9879842.4,8368591.0,5497617.6,-10887266.0,-8969618.4,3212882.0,-7640800.6,8573127.0,-9199612.6,4641294.5,3623804.0,1,1,0,0,0
