f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,Person,Actor,Planet
86352669.021,77835493.892,52520879.885,66619856.64,48300968.499,48989956.712,60417426.606,14256955.222,52131602.312,60275139.05,60790557.233,41894492.015,75226695.313,86369515.062,38905430.849,27501185.72,24597090.094,46419976.547,63001065.357,80638505.919,35910599.343,15826201.611,90585399.899,80724096.24,42824062.01,20587033.937,13350133.297,41925984.013,73272173.836,61553590.753,47561094.682,26368474.917,59585534.185,25228780.63,83174626.554,53352609.687,26667033.266,50354002.953,47337686.879,96470099.126,71448994.713,65942829.142,63394107.785,82886860.557,11603454.885,73377657.413,40553295.099,32059890.089,90058431.252,69786202.952,1,1,0
86380851.486,78868574.339,52519416.074,66611215.964,48306514.889,48989932.522,60414230.369,14297835.745,52151947.047,60280897.701,60791663.037,41839192.65,75216380.804,86345991.086,38912926.603,27541670.272,24606376.674,46428601.795,63082051.151,80636575.316,35898372.42,15827157.509,90585040.944,80727163.755,42823752.586,20571689.515,13354271.402,41925115.49,73237095.965,61569861.701,47587737.799,26398757.845,59583031.686,25227186.0,83118963.08,53382219.037,26667772.285,50335008.005,47344134.605,96473541.946,71442934.829,65946943.546,63391971.526,82887642.104,11602771.151,73383297.798,40545663.743,32059976.081,90058302.741,69788040.641,1,1,0
86358734.404,78901337.174,52511554.147,66600378.071,48268865.153,48989690.35,60425916.848,14276856.298,52093454.682,60273358.161,60660588.709,41837637.131,75232335.806,86385688.992,38913351.287,27469449.321,24609011.435,46276542.604,63129418.112,80636429.798,35907253.246,15820602.476,90602429.228,80761295.838,42825835.518,20586649.947,13360936.502,41919655.308,73237836.056,61553758.597,47591970.84,26395323.668,59583594.742,25227463.49,83117381.434,53387102.566,26667449.812,50303425.576,47341513.518,96475498.176,71448932.09,65947352.82,63399967.062,82891643.124,11587638.291,73378038.051,40555958.273,32063232.031,90058376.363,69794830.599,1,1,0
86493141.628,78892758.616,52524459.884,66609680.334,48301732.506,48990582.098,60404679.687,14253968.252,52131811.814,60147279.291,60750253.12,41840766.685,75226140.323,86365324.062,38910417.262,27519952.307,24598813.117,46396393.296,63338529.63,80663245.19,35914587.748,15826511.614,90581602.24,80731101.51,42824721.731,20582445.425,13351919.699,41938374.66,73265539.777,61555072.424,47608344.29,26359842.697,59582290.539,25226784.284,83121131.534,53325341.983,26665725.592,50342304.115,47335782.479,96474422.676,71432141.855,65944334.729,63354592.886,82823783.463,11612130.678,73376647.177,40553274.101,32062096.897,90060164.106,69776453.214,1,1,0
86351547.933,78899595.578,52521290.936,66593085.218,48282601.004,49033967.291,60407710.219,14268361.89,52130799.543,60274799.713,60792308.686,41835373.181,75211017.42,86368333.531,38922070.796,27500467.62,24712025.148,46405309.842,63385132.348,80402517.266,35905149.951,15826982.95,90584722.85,80730789.286,42828383.839,20636884.328,13355032.413,41926019.73,73250511.183,61565553.48,47597104.277,26406274.25,59584704.839,25228050.18,83127048.64,53390885.662,26612445.966,50301734.128,47344777.543,96474748.438,71445383.55,65941688.739,63375208.67,82891843.358,11608566.74,73376739.241,40554263.482,32059144.068,90058397.588,69772414.043,1,1,0
86352299.698,78906984.984,52518977.008,66595352.725,48306527.52,48988305.062,60405560.449,14268375.69,52123457.768,60277502.715,60791237.003,41845377.867,75260041.216,86366415.568,38915752.425,27545966.007,24586832.378,46419834.014,63052695.969,80637323.29,35900858.991,15826690.571,90584381.948,80722731.887,42825249.197,20566821.731,13353922.172,41925069.257,73226660.045,61565600.366,47596976.604,26394291.318,59585737.62,25225067.907,83097723.218,53388663.848,26669629.496,50327432.403,47350000.534,96472368.017,71444201.393,65947122.43,63404449.637,82882834.274,11600660.127,73376378.918,40547126.184,32059774.104,90052679.104,69748203.505,1,1,0
86360607.347,78898283.907,52518898.783,66599204.691,48294847.244,48989945.628,60406256.695,14288856.769,52126090.635,60283605.219,60772470.689,41829371.757,75228499.609,86364698.469,38905479.736,27488682.129,24579820.952,46377018.64,63009210.83,80623310.578,35909115.436,15825038.994,90588517.039,80810739.305,42826046.868,20576635.294,13352050.932,41928453.394,73249475.391,61554565.425,47593033.929,26391713.77,59585561.028,25230664.397,83096268.835,53368827.7,26665247.638,50369985.546,47339560.647,96477002.449,71442817.46,65872276.416,63394791.093,82881924.261,11618722.322,73373471.372,40559752.404,32059921.729,90064063.786,69734849.944,1,1,0
86347441.957,78901118.055,52518317.691,66580555.277,48288342.083,48990357.255,60417214.721,14278542.75,52133834.576,59976170.143,60820376.021,41833247.316,75214827.816,86369398.879,38790360.203,27292931.304,24593811.719,46399442.965,63040462.392,80637119.157,35893682.109,15823756.024,90584645.802,80728365.748,42820260.722,20564968.757,13354212.352,41930867.465,73210174.682,61557675.088,47599175.233,26414274.612,59584672.937,25219482.001,83128024.168,53377706.845,26665293.043,50319320.8,47336653.332,96470609.26,71450114.504,65944694.342,63404927.909,82894186.956,11600887.592,73382429.609,40553171.022,32061811.376,90059825.21,69772184.45,1,1,0
86391998.257,78905222.853,52496266.381,66605179.089,48278772.622,48990099.622,60387360.142,14276404.862,52127423.024,60268931.955,60780190.6,41857463.072,75226290.083,86375789.801,38909109.834,27485984.566,24588606.786,46340612.459,63059181.758,80635506.409,35909212.634,15827226.247,90594061.384,80736770.186,42828647.097,20580417.829,13383057.552,41924110.922,73245389.087,61619037.333,47593610.662,26391476.081,59584994.073,25223827.613,83115511.081,53376543.747,26672338.091,50328641.966,47353531.031,96474143.651,71444184.88,65942808.66,63400764.435,82881647.903,11606304.566,73391098.323,40579570.633,32070132.692,90054410.657,69158201.785,1,1,0
86363754.13,78918755.139,52517920.571,66612854.893,48319323.208,48990409.677,60408989.308,14258532.624,52118808.711,60273497.467,60658155.395,41854359.623,75234160.98,86362120.18,38936288.666,27517337.289,24590234.081,46404682.069,63042345.994,80636424.89,35910933.74,15828809.201,90598764.519,80729439.112,42832274.259,20578865.213,13357376.897,41930752.751,73230313.883,61551228.327,47598987.379,26374340.685,59584708.87,25245735.278,84340667.688,53369738.271,26661005.113,50311371.631,47347750.795,96474370.607,71448897.873,65940220.346,63368476.541,82853916.441,12259149.885,73386430.762,40554216.687,32061391.826,90058811.212,69783024.288,1,1,0
86363493.598,78907393.767,52518295.567,66610178.761,48299350.631,48990068.231,60413097.228,14282206.287,52132407.646,60287961.362,60723762.542,41855969.722,75207899.214,86367620.961,38916481.41,27536675.969,24584214.769,46423966.989,63044996.459,80640877.837,35911672.693,15825498.48,90585528.283,80798090.327,42826403.681,20582972.691,13352964.48,41924262.111,73232830.262,61416574.115,47601018.437,26401064.588,59584569.13,25226686.481,83147801.31,53398283.794,26672295.854,50285174.326,47347860.291,96476015.571,71453200.799,65960838.283,63426177.789,82881781.673,11600670.741,73377952.478,40556269.909,32061169.496,90058744.791,69776872.528,1,1,0
86334876.53,78901139.387,52519112.21,66728702.857,48293534.971,48989943.45,60412124.819,14296700.325,52126912.778,60292719.418,60804575.055,42037970.482,75236065.679,86369317.707,38906130.474,27545459.707,24573210.643,46398675.685,62957195.466,80744485.886,35909158.144,15829414.012,90586376.963,80723763.6,42823810.855,20514840.313,13356813.411,41923457.898,73243430.631,61551211.861,47588327.407,26402968.567,59584167.001,25229016.876,83134602.776,53379699.448,26664984.959,50324730.02,47341016.957,96472176.49,71445709.628,65947397.838,63373420.084,82931954.217,11601471.113,73374861.635,40561296.38,32062336.19,90059023.12,69839996.557,1,1,0
86360380.14,78903192.335,52519074.787,66592026.584,48311200.878,48990512.146,60426069.045,14286333.28,52129944.883,60270476.151,61024766.744,41897172.974,75270204.592,86373355.961,38906291.85,27515700.156,24569016.463,46436197.471,63064041.875,80630511.813,35908697.651,15830015.417,90591679.744,80745521.905,42826783.255,20611475.519,13356196.206,41918131.86,73243733.454,61552016.045,47506063.398,26393740.708,59584470.419,25228410.64,83112173.506,53366777.516,26664379.517,50325494.868,47350146.384,96471678.591,71441128.931,65948435.143,63391908.619,82880048.255,11601670.082,73386178.689,40554331.232,32062034.958,90058518.375,69791710.717,1,1,0
86363742.13,78905478.14,52518258.299,66396889.802,48311184.433,48990183.121,60376776.493,14275979.505,52121360.554,60277913.672,60707932.733,41799705.6,75024787.855,86367810.07,38900912.139,27738598.909,24607063.715,46490205.348,63045812.135,80602026.325,35900244.841,15827276.951,90582800.296,80742667.418,42828881.077,20604101.994,13354554.914,41923309.459,73224469.566,61562165.893,47591449.724,26363367.873,59584454.595,25228093.961,83138179.452,53382743.288,26668721.014,50317078.403,47363356.54,96467977.248,71447771.29,65951957.566,63389867.126,82887595.585,11613851.192,73394378.533,40515087.839,32060838.107,90068598.799,69782110.516,1,1,0
86365271.288,78908017.623,52520059.354,66576247.915,48301583.441,48990161.929,60414034.084,14279359.017,52138371.624,60274069.323,60776899.199,41793884.579,75170565.034,86374024.81,38914478.581,27511684.37,24586610.772,46423792.829,63070985.495,80650545.824,35910342.399,15827815.222,90584727.395,80731057.035,42827059.382,20575998.177,13355185.11,41918598.702,73242213.739,56951051.764,47590841.039,26400384.729,59586827.498,25231876.094,83146878.353,53373729.388,26665562.311,50249600.153,47334206.166,96472082.229,71444854.983,65945849.625,63391084.094,82893042.522,11599626.196,73363466.133,40553907.02,32056304.078,90053181.044,69778386.55,1,1,0
86335225.026,79042416.755,52517345.499,66589221.921,48270254.899,48990869.661,60430050.513,14257821.953,52130861.455,60670615.934,60804074.681,41836122.332,75238193.287,86765253.212,38875633.98,27914925.794,24618290.273,46423440.602,62976635.077,80629217.748,35897436.498,15822262.463,90585396.344,80719954.459,42850107.321,20569416.063,13356760.849,41896423.501,73233520.922,61541876.884,47600410.553,26346811.45,59584208.777,25227776.923,83118953.421,53370482.519,26673338.753,50331389.146,47355519.982,96473136.959,71444818.04,65949167.818,63412549.366,82881564.174,11600258.294,73391086.948,40558045.387,32059418.365,90057283.148,69777433.19,1,1,0
86375329.474,78901824.159,52520274.711,66604571.351,48296245.688,48990259.936,59979540.247,14289330.789,52131720.081,60277620.785,60834336.85,41854529.701,75238634.29,86360444.443,38919358.737,27521998.002,24604016.468,46403497.479,62987131.474,80541827.719,35910289.543,15782675.625,90587824.694,80722530.441,42825492.78,20609888.331,13346288.681,41927716.419,73244234.365,61562881.511,47573453.633,26399040.467,59584064.129,25228478.711,83135153.267,53410194.509,26663837.316,50328488.28,47326473.348,96471860.357,71437315.223,65944970.069,63423891.576,82888360.683,11603341.748,73379936.499,40555479.636,32059200.606,90058281.463,69769357.057,1,1,0
86357426.827,78900781.255,52517746.18,66597449.699,48309640.576,48990838.148,60454027.467,14201443.285,52130454.358,60272846.473,60714763.56,41856854.739,75217243.114,86374051.479,38942580.393,27531562.348,24622624.477,46404552.044,63075212.638,80634028.648,35907321.135,15823973.648,90604258.005,80731452.739,42824909.377,20548629.53,13359707.496,41937853.396,73231410.442,61559297.685,47587973.768,26410208.963,59584892.892,25234688.105,83278106.931,53376178.274,26665724.533,50347558.387,47341148.93,96474447.675,71438947.006,65954398.167,63415834.682,82896397.214,11601102.454,73390066.877,40570747.829,32061306.786,90040180.92,69773923.614,1,1,0
86355536.514,78915475.678,52504395.436,66608804.902,48287850.063,48989108.367,60387923.681,14284194.569,52131210.996,60267982.621,60834593.366,41852332.679,75227998.413,86374478.14,38923846.931,27383959.618,24593279.204,46405686.578,63082871.351,80633847.277,35916200.984,15827015.046,90584579.39,80695238.105,42826711.176,20580003.728,13355226.801,41934418.353,73230747.009,61553169.326,47589460.815,26452896.155,59584175.249,25227291.819,83157134.709,53370086.055,26664151.607,50304450.276,47365645.676,96473316.05,71447636.487,65525320.848,63397765.22,82887795.6,11589017.389,73493296.222,40547621.543,32060953.883,90060390.558,69777781.504,1,1,0
86363068.046,78894259.015,52517067.065,66578972.231,48319168.705,48990523.734,60416457.628,14276153.548,52134128.953,60286072.513,60785622.802,41838914.806,75270812.825,86371656.766,38891398.728,27490913.32,24588816.57,46093343.101,63003583.623,80683208.954,35729795.988,15825657.594,90595992.571,80723280.039,42817749.172,20544160.146,13352491.514,41934300.723,73216029.936,61538938.711,47598197.661,26203560.126,59584563.578,25234838.982,83122338.155,53353283.88,26670235.126,50321809.232,47349858.987,96471068.373,71444698.592,65838944.435,63487444.683,82822674.417,11602467.349,73379599.739,40552043.219,32060994.489,90060032.172,69781823.837,1,1,0
86370833.698,78817602.492,52521230.059,66596675.458,48241540.54,48990931.038,60425449.096,14275164.21,52123411.933,60275597.978,60797318.742,42334260.323,75211380.404,86372706.977,38926279.751,27535380.562,24573486.474,46413070.765,63015810.548,80625968.185,35901554.481,15823943.125,90587942.081,80700824.398,42825537.465,20605246.213,13353712.473,41953293.059,73241443.06,61560423.367,47594990.77,26390718.364,59584377.435,25226776.341,83119047.406,53337058.554,26670216.055,50313654.337,47357598.831,96473747.9,71442692.139,65942231.688,63413108.595,82888190.362,11605627.315,73448675.16,40552629.263,32060816.843,90059003.859,69771683.769,1,1,0
86365636.873,78900781.021,52519908.986,66605955.094,48313036.561,48989752.289,60409660.91,14270149.099,52140492.628,60253973.086,60791809.35,41836106.834,75224547.768,86389326.213,38928604.29,27521413.44,24618401.572,46481801.004,62992111.846,80528372.006,35917607.783,15825404.705,90587155.002,80731646.032,42830628.565,20585503.087,13404148.269,41925608.854,73241320.909,61556681.172,47566656.157,26370234.589,59584271.907,25231857.105,83113929.095,53387198.844,26673719.262,50335545.54,47387824.617,96520139.974,71446425.055,65952391.292,63440520.267,82863791.438,11605655.658,73369421.385,40552907.182,32061687.653,90059193.895,69766708.162,1,1,0
86355840.756,78905263.964,52519581.976,66631624.802,48417796.543,48990292.689,60347571.874,14275736.313,52129250.973,60285807.582,60793817.924,41855109.352,75574109.82,86370862.775,38877208.019,27518797.074,24449956.531,46393363.834,63050108.759,80619342.244,35916428.237,15823231.396,90585403.751,80723431.288,42826317.831,20560098.59,13349484.724,41922987.072,73245418.001,61557530.884,47577804.765,26402699.025,59584480.689,25235863.185,83121482.685,53370025.099,26676237.366,50368714.29,47418868.738,96472803.858,71446790.077,65952111.153,63393961.482,82887829.47,11607741.678,73382420.648,40552465.89,32063101.613,90057551.886,69775969.09,1,1,0
86361195.485,78902755.897,52519627.295,66560341.891,48296481.795,48989657.458,60409260.395,14279817.128,52129059.592,60265283.165,60783468.492,41822559.86,75216514.905,86342153.047,38951326.93,27559884.116,24596767.995,46433023.703,62927898.538,80654274.398,35910421.722,15825631.208,90585785.055,80707209.18,42828036.211,20582144.97,13565688.21,41928648.111,73220683.196,61539673.925,47599171.563,26335477.411,59583496.473,25225525.963,83113707.52,53368448.5,26666222.314,50324129.55,47347960.923,96472223.989,71443019.838,65938794.598,63397955.831,82888743.461,10367009.15,73380715.119,40553049.445,32041421.501,90059590.61,69738625.667,1,1,0
86368322.931,78904458.649,52516701.746,66604192.174,48262522.036,48990246.552,60379621.251,14227684.005,52131275.116,60275632.156,60787955.039,41768253.638,75139381.96,86376202.145,38845757.203,27527747.983,24599958.329,46417709.618,63017040.37,80633604.316,35910087.331,15822755.193,90586998.605,80728284.721,42820638.91,20583941.102,13357112.478,41925651.411,73216840.146,61558281.248,47595961.972,26384869.252,59584182.247,25227186.616,83117172.961,53378310.356,26664389.002,50782120.919,47342153.21,96474725.82,71444374.441,65945135.171,63400747.575,82912389.567,11608853.135,74211360.973,40546849.968,32058192.286,90057560.156,69810252.109,1,1,0
86373900.894,78899105.695,52518424.849,66599755.446,48305674.091,48990799.077,60416365.996,14255717.876,52128681.381,60269798.357,60799905.371,41840379.601,75235411.532,86368447.814,38928302.035,27560331.302,24609346.423,46409635.832,63002048.413,81068616.012,35911407.275,15827727.4,90586077.684,80726344.863,42825707.316,20585255.234,13353260.35,41923076.49,73221256.27,61591501.455,47580061.281,26389535.591,59583578.27,25221921.584,83111024.472,53397351.841,26665944.999,50299953.731,47345916.366,96472373.188,71445500.766,65949614.438,63385122.013,82884098.158,11612301.66,73397822.468,40551089.691,32060751.233,90058537.873,69771244.537,1,1,0
86355780.246,78901695.205,52518401.172,66604716.415,48288327.229,48990113.709,60414442.252,14253924.19,52164940.929,60350565.858,60861577.755,41860600.512,75215107.129,86375409.899,38913933.652,27519071.519,24593091.936,46237501.487,63063015.376,80617967.937,35919857.234,15828911.299,90583271.492,80739226.698,42823017.277,20584548.416,13354784.706,41188079.322,73245985.293,61560465.665,46666688.728,26384107.467,59584200.082,25225994.965,83138034.585,53341292.237,26667932.839,50311770.642,47336634.751,96472152.478,71445223.563,65947405.409,63400851.856,82897701.232,11605019.628,73366167.835,40551837.572,32053664.104,90051094.919,69768605.607,1,1,0
86358944.995,78949393.69,52518290.744,66594926.5,48325374.485,48980312.268,60403661.342,14201050.281,52129321.894,60224510.631,60798997.084,41851301.052,75238033.352,86371888.969,38925197.632,27470370.241,24435978.733,46446377.803,62958414.27,80645676.907,35900510.827,15830683.672,90585559.435,80728353.872,42828287.729,20584010.406,13354078.077,41932529.808,73248124.325,61551326.43,47587765.268,26387826.777,59583698.669,25228532.917,83125246.088,53381241.203,26667895.694,50295860.415,47344097.678,96471650.688,71443556.774,65960360.907,63381758.316,82890007.786,11654186.982,73374074.425,40553776.221,32070028.633,90057762.233,69779094.295,1,1,0
86352919.817,78904564.034,52533999.064,66597084.147,48301426.823,48989165.282,60419280.858,14247717.872,52340656.205,60306372.191,60878679.54,41839642.149,75236603.772,86358450.818,38895051.54,27538110.148,24597724.456,46656260.424,62965918.172,80649900.436,35919579.725,15827627.125,90588228.872,80704395.475,42826814.512,20588078.219,13355031.464,41890917.17,73082653.869,61576077.601,47600888.422,26342136.706,59583622.812,25215233.852,83117626.098,53367319.946,26663536.524,50283507.669,47340226.466,96473194.051,71443756.736,65946860.108,63404083.861,82886036.616,11577563.86,73471441.819,40560076.756,32060733.319,90063135.885,69796138.596,1,1,0
86353575.616,78904428.303,52517415.19,66613098.38,48273295.512,48990759.287,60344329.827,14272720.836,52128122.235,60277444.386,60774710.066,41829891.775,75232729.059,86369399.173,38929031.979,27497583.418,24586938.05,46396220.864,63026664.086,80658966.288,35912033.587,15829356.776,90585272.973,80716055.717,42827199.789,20577284.743,13352915.238,41927085.664,73222597.852,61552410.929,47568894.257,26366675.298,59583545.632,25231046.038,83134529.633,53351565.858,26668443.888,50329190.462,47345130.179,96472015.407,71443710.919,65948337.267,63391963.136,82889389.681,11599274.003,73376035.609,40552762.407,32061637.563,90058739.49,69745582.336,1,1,0
86352006.994,78920868.364,52565593.936,66602504.386,48302227.289,48990332.586,60394648.586,14250459.332,52129237.672,60271313.381,60786678.746,41835079.811,75231575.234,86388713.299,38941849.745,28033056.667,24590198.033,46399480.514,63028061.377,80632421.672,35913544.416,15820962.452,90587019.981,80743115.848,42826130.513,20561558.843,13356283.053,41914983.893,73226555.194,61506610.895,47595417.382,26384503.542,59584767.392,25228835.582,83122790.746,53382426.4,26670883.123,50612148.369,47345645.233,96473143.589,71449436.394,66103744.136,63397257.552,82872752.871,11604058.709,73392039.842,40566039.755,32059989.054,90059174.225,69813161.142,1,1,0
86299626.191,78890504.798,52519375.967,66612193.489,48294381.168,48990498.801,60411406.358,14133738.051,52133813.149,60292332.783,60789371.94,41874803.621,75235694.729,86365633.391,38888239.228,27505508.878,24598967.031,46448037.751,62974556.099,80632094.102,35905531.858,15826963.153,90595684.095,80734141.434,42825233.824,20579044.504,13357138.015,41934516.86,73242485.791,61568471.591,47595141.008,26385185.43,59584524.004,25230570.122,83133290.594,53381401.59,26667754.33,50568603.143,47344471.475,96473815.329,71442085.841,65942000.501,63307962.341,82916280.687,11607414.248,73381322.292,40552853.936,32061473.896,90062141.245,68936869.498,1,1,0
86840573.887,78904664.696,52520240.17,66598708.973,48313461.384,48989232.566,60403869.427,13480971.887,52122190.916,60249208.946,60789705.831,41850449.11,75194325.136,86368282.072,38911576.536,27538149.318,24543194.973,46255452.855,62708256.133,80643591.992,35907660.84,15826040.264,90590379.87,80719046.971,42824135.402,20572636.231,13352845.256,41917635.85,73231414.189,61613785.411,47591095.978,26379292.589,59584276.955,25223334.364,83126531.25,53370103.827,26500642.561,50340248.599,47337747.521,96472864.574,71444990.539,65947854.158,63420118.234,82886377.031,11605011.251,73383152.939,40550372.999,32060964.185,90055678.214,69831262.25,1,1,0
86357770.274,78850360.45,52519247.71,66594189.254,48290050.915,48990271.354,60411863.632,14205920.834,52123448.767,60288625.496,60730410.78,41785410.611,75234116.098,86362537.03,38898734.245,27527883.284,24575089.01,46391506.006,62808478.745,80639911.829,35915710.672,15824970.528,90586509.976,80732855.859,42826168.68,20578170.783,13325526.15,41927945.203,73229432.68,61559155.527,47597744.952,26384709.179,59585045.346,25229671.217,83115475.079,53391134.696,26665736.064,50332564.41,47175402.243,96473387.733,71441246.361,65955167.153,63408187.355,82886753.292,11622829.297,73382138.196,40555685.654,32060035.94,90054882.996,69431365.385,1,1,0
86337616.501,78928413.803,52519787.104,66581284.813,48322468.913,48989845.176,60448693.209,14285721.935,52131933.304,60280530.718,60610117.827,41810422.235,75231328.456,86379695.052,38902846.717,27534776.006,24658526.083,46402174.992,62934904.722,80639932.139,35910740.796,15860807.131,90586897.262,80716780.167,42827600.396,20585941.947,13358016.651,41932921.079,73238778.307,61540089.019,47598262.297,41182877.98,59573952.322,25221919.582,83086995.984,53428756.589,26669848.336,50307716.463,47345458.865,96473694.506,71442907.112,65988231.464,63416656.789,82862633.785,11595007.591,73380155.301,40555382.773,32061032.814,90055653.416,69777893.7,1,1,0
86316764.487,78897435.231,52519387.008,66611428.308,48291028.243,48990284.127,60407846.629,14249995.122,52120060.44,60307299.588,60570163.978,41871317.034,75255730.308,86368579.485,38918479.7,27534816.699,24601927.042,46433510.418,63014808.978,80630404.957,35912781.703,15822906.984,90586968.891,80727084.227,42825685.327,20580162.97,13352334.038,41933240.323,73261685.192,61554419.076,47595513.796,26367462.445,59584816.967,25228038.504,83147783.231,53383259.0,26658461.248,50293239.972,47347617.413,96473171.019,71443517.763,65935348.42,63404634.661,82889421.6,11594640.602,73383942.466,40558807.971,32056200.187,90057506.064,69771344.25,1,1,0
86354180.931,78903848.558,52520666.039,66632336.862,48306813.178,48989822.44,60236564.958,14262104.065,52134504.715,60276404.349,60815417.874,41857841.77,74293272.08,86367956.768,38905249.32,27592428.686,24583093.388,46408277.472,63158692.71,80637768.192,35907394.955,15823027.321,90588270.729,80722407.653,42825761.577,20586962.259,13355358.873,41930331.602,73256201.686,61552269.786,47596281.395,26377913.143,59584306.272,25224812.689,83132014.064,53383490.139,26666661.194,50319067.369,47345075.612,96473568.71,71445601.1,65957208.428,63399788.291,82890462.718,11593948.149,73379908.787,40558713.745,32060059.885,90055063.097,69767638.274,1,1,0
86357160.007,78918636.839,52518811.481,66592925.857,48311404.554,48990060.959,60420555.857,14271361.206,52129268.51,60275904.044,60787142.284,41844814.05,75237543.676,86362019.353,38896165.416,27323502.432,24565010.034,46541205.836,62993317.809,80644944.076,35908564.348,15825821.41,90584390.286,80727397.913,42825849.582,20567575.82,13352938.393,41926388.029,73226762.482,61548587.02,47719805.666,26391030.643,59583724.187,25238118.191,83131943.611,53398528.08,26664692.596,50281062.184,47355777.097,96471427.127,71443558.876,65946317.648,63403573.204,82890875.259,11603506.508,73380602.725,40551431.992,32056712.013,90061380.473,69769743.141,1,1,0
86364859.593,78899677.618,52519619.484,66615986.172,48273656.884,48990069.125,60414823.53,14318058.812,52129862.679,60299689.587,60774763.594,41833113.576,75213746.002,86362036.516,38933899.765,27574473.779,24590764.432,46445363.741,63092253.834,80641628.141,35913584.502,15829452.481,90583920.227,80729955.497,42831801.226,20576942.386,13352009.301,41922233.86,73230849.737,61544821.221,47578075.822,26286781.651,59583790.033,25225963.508,83125358.315,53348599.92,26657913.938,50267927.433,47338001.446,96472907.04,71449386.0,65946320.407,63385295.274,82879595.102,11607554.106,73382396.671,40553097.189,32072121.391,90058416.586,69760929.545,1,1,0
86377925.525,78903827.289,52517363.215,66605325.207,48303793.156,48989663.111,60413384.766,14287122.346,52134120.865,60332451.998,60783716.596,41809897.069,75201194.373,86374305.807,39022560.881,27535016.206,24492229.53,46414942.254,62997566.142,80634917.939,35908693.285,15831775.422,90588724.182,80727875.439,42831977.713,20579716.15,13303726.192,41926667.066,73282154.109,61560819.63,47600457.501,26388555.156,59584497.126,25241295.484,83121330.19,53377339.972,26666554.179,50320749.885,47330053.453,96472185.412,71443733.512,65946649.674,63399228.211,82890784.907,11605556.002,73378290.726,40551096.56,32061757.268,90059163.883,69773942.32,1,1,0
86352715.273,78903065.177,52522452.165,66603047.905,48306185.086,48989936.484,60384807.751,14265558.828,52129668.391,60259079.741,60765600.355,41836635.157,75229031.382,86367007.487,38873950.629,27509823.37,24603122.41,46435724.8,63050823.325,80650670.003,35906352.754,15828616.12,90586071.476,80727127.299,42828011.418,20612479.537,13354174.402,41918473.668,73235016.293,61546004.148,47486323.432,26473977.473,59584645.172,25227613.595,78416316.814,53385226.745,26667803.645,50347256.045,47345852.031,96473643.288,71414855.481,65944834.945,63398042.977,82884272.885,11600264.091,73377765.827,40549796.466,32060372.624,90055187.883,69783263.247,1,1,0
86330014.358,78901242.117,52517417.245,66597076.761,48206203.827,48990018.133,60406303.36,14265094.909,52138627.541,60259659.822,60841545.592,41850932.134,75229024.587,86212478.523,38917302.626,28129961.891,24594898.439,46412792.692,63049563.853,80650221.232,35908063.414,15819442.61,90581819.1,80731338.778,42824095.143,20582570.706,13354995.353,41926341.052,73234324.174,61483334.016,47589085.595,26394897.943,59585017.412,25231450.991,83148445.682,53379904.935,26663234.338,50331019.581,47355491.596,96473770.703,71440132.358,65940502.358,64246191.897,82895933.679,11611332.544,73378275.959,40550699.222,32060871.183,90059174.572,69771373.758,1,1,0
86355718.892,78910003.3,52518911.629,66596544.536,48300731.808,48990078.276,60478549.717,14281389.592,52140604.416,60283954.375,60737586.876,41842841.952,75227791.869,86382125.492,38468205.673,27514030.448,24593857.458,46404868.322,63013514.247,80640264.729,35914914.574,15813685.26,90585008.151,80712102.868,42825348.061,20567519.097,13352972.24,41905162.228,73245732.93,61557122.848,47610637.959,26046166.001,59583142.089,25223319.928,83133899.025,53379282.472,26665805.659,50328325.922,47341099.163,96471955.584,71440524.298,65930421.291,63382349.731,82689646.07,11597204.805,73379005.856,40669551.375,32061388.789,90055373.824,69772319.72,1,1,0
86361627.254,78866718.228,52519473.453,66627553.554,48289280.491,48990141.903,60415102.578,14290560.663,52129451.799,60272407.187,60787801.147,41846292.409,75237015.714,86380421.001,38972467.848,27518494.11,24615984.932,46379985.734,63090176.819,80460605.742,35914869.177,15818005.993,90591663.917,80748480.931,42825385.32,20577853.807,13359333.541,41915863.688,73224109.683,61557302.652,47593908.567,26355400.599,59584755.843,25229743.172,83104758.049,53384308.054,26663636.053,50381003.294,47354864.049,96473219.006,71446281.133,65943241.52,63390207.26,82887236.199,11602125.379,73392473.473,40559411.545,32061182.933,90055790.28,69621298.528,1,1,0
86361864.014,78906384.061,52508878.481,66616986.0,48296718.381,48990337.354,60372834.172,14263319.526,52124187.03,60262498.921,60813155.901,41868205.663,75235665.591,86369860.288,38868622.545,27447303.905,24594440.782,46323409.804,63084030.012,80638589.749,35909468.926,15820333.316,90585497.7,80719239.199,42826256.472,20585993.646,13354519.776,41929434.589,73251277.542,61560818.805,47597502.772,26372046.66,59584140.831,25294244.034,83131529.52,53370849.86,26666305.696,50271591.921,47339044.386,96471642.912,71445464.177,65934349.107,63405239.324,82896435.114,11601968.13,73386754.135,40553213.268,32060188.406,90057887.186,69796799.143,1,1,0
