f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,Person,Actor,CelestialBody
86357294.593,78965578.787,52517874.045,66599064.223,48312419.542,48989522.566,60404565.198,14269555.932,52131056.23,60270937.911,60799435.708,41862523.558,75237189.88,86366439.24,38913604.544,27516967.974,24601183.564,46422704.731,62954101.586,80658156.164,35909034.508,15833211.519,90585226.759,80735974.353,42826681.077,20546558.708,13352810.704,41925267.023,73237308.295,61522105.656,47591688.251,26437161.061,59584438.812,25228139.337,83117437.254,53354389.296,26667688.286,50347955.084,47315281.064,96477969.842,71438778.711,65947406.253,63381366.462,82881846.781,11603776.081,73373122.902,40551977.691,32061943.308,90061593.239,67380600.293,1,1,0
86364859.593,78899677.618,52519619.484,66615986.172,48273656.884,48990069.125,60414823.53,14318058.812,52129862.679,60299689.587,60774763.594,41833113.576,75213746.002,86362036.516,38933899.765,27574473.779,24590764.432,46445363.741,63092253.834,80641628.141,35913584.502,15829452.481,90583920.227,80729955.497,42831801.226,20576942.386,13352009.301,41922233.86,73230849.737,61544821.221,47578075.822,26286781.651,59583790.033,25225963.508,83125358.315,53348599.92,26657913.938,50267927.433,47338001.446,96472907.04,71449386.0,65946320.407,63385295.274,82879595.102,11607554.106,73382396.671,40553097.189,32072121.391,90058416.586,69760929.545,1,1,0
86352006.994,78920868.364,52565593.936,66602504.386,48302227.289,48990332.586,60394648.586,14250459.332,52129237.672,60271313.381,60786678.746,41835079.811,75231575.234,86388713.299,38941849.745,28033056.667,24590198.033,46399480.514,63028061.377,80632421.672,35913544.416,15820962.452,90587019.981,80743115.848,42826130.513,20561558.843,13356283.053,41914983.893,73226555.194,61506610.895,47595417.382,26384503.542,59584767.392,25228835.582,83122790.746,53382426.4,26670883.123,50612148.369,47345645.233,96473143.589,71449436.394,66103744.136,63397257.552,82872752.871,11604058.709,73392039.842,40566039.755,32059989.054,90059174.225,69813161.142,1,1,0
86362739.003,78903197.507,52518443.819,66600764.173,48305576.146,48990270.809,60429341.677,14308241.821,52131093.216,60270174.223,60818786.439,41860270.388,75231313.678,86362859.6,38968112.457,27566119.276,24615735.554,46332342.517,63001519.874,80643388.231,35931091.637,15822376.728,90583960.522,80723888.261,42826233.684,20572307.071,13353411.761,41928584.355,73243848.235,61552164.83,47581500.172,26380542.175,59584541.619,25228780.88,83032571.901,53392338.005,26664152.663,50310534.832,47342690.581,96474693.629,71445117.184,65949670.83,63376015.538,82887359.875,11612532.093,73373235.121,40500852.371,32064855.458,90057712.648,70889111.022,1,1,0
86354669.453,78900653.602,52517712.78,66603370.823,48300169.346,48991135.464,60413851.909,14293288.649,52129642.966,60273919.466,60744593.359,41814999.062,75244806.797,86357758.992,38889218.475,27528047.638,24588805.983,46360803.074,63061165.644,80642356.95,35909239.755,15823492.787,90586880.803,80771635.02,42825661.384,20578354.83,13353463.848,41930157.562,73225349.174,61534731.183,47592669.479,26317327.917,59261557.826,25229882.852,83140060.753,53360112.409,26648873.98,50344732.373,47196380.38,96471597.469,71438403.926,65940384.167,63400479.595,82885742.093,11605717.209,73391274.391,40554182.875,32055636.21,90059876.029,69771006.341,1,1,0
86391998.257,78905222.853,52496266.381,66605179.089,48278772.622,48990099.622,60387360.142,14276404.862,52127423.024,60268931.955,60780190.6,41857463.072,75226290.083,86375789.801,38909109.834,27485984.566,24588606.786,46340612.459,63059181.758,80635506.409,35909212.634,15827226.247,90594061.384,80736770.186,42828647.097,20580417.829,13383057.552,41924110.922,73245389.087,61619037.333,47593610.662,26391476.081,59584994.073,25223827.613,83115511.081,53376543.747,26672338.091,50328641.966,47353531.031,96474143.651,71444184.88,65942808.66,63400764.435,82881647.903,11606304.566,73391098.323,40579570.633,32070132.692,90054410.657,69158201.785,1,1,0
86335225.026,79042416.755,52517345.499,66589221.921,48270254.899,48990869.661,60430050.513,14257821.953,52130861.455,60670615.934,60804074.681,41836122.332,75238193.287,86765253.212,38875633.98,27914925.794,24618290.273,46423440.602,62976635.077,80629217.748,35897436.498,15822262.463,90585396.344,80719954.459,42850107.321,20569416.063,13356760.849,41896423.501,73233520.922,61541876.884,47600410.553,26346811.45,59584208.777,25227776.923,83118953.421,53370482.519,26673338.753,50331389.146,47355519.982,96473136.959,71444818.04,65949167.818,63412549.366,82881564.174,11600258.294,73391086.948,40558045.387,32059418.365,90057283.148,69777433.19,1,1,0
86365636.873,78900781.021,52519908.986,66605955.094,48313036.561,48989752.289,60409660.91,14270149.099,52140492.628,60253973.086,60791809.35,41836106.834,75224547.768,86389326.213,38928604.29,27521413.44,24618401.572,46481801.004,62992111.846,80528372.006,35917607.783,15825404.705,90587155.002,80731646.032,42830628.565,20585503.087,13404148.269,41925608.854,73241320.909,61556681.172,47566656.157,26370234.589,59584271.907,25231857.105,83113929.095,53387198.844,26673719.262,50335545.54,47387824.617,96520139.974,71446425.055,65952391.292,63440520.267,82863791.438,11605655.658,73369421.385,40552907.182,32061687.653,90059193.895,69766708.162,1,1,0
86354795.604,78901223.886,52519278.262,66611529.473,48273235.872,48990220.457,60418161.44,14327377.931,52132190.998,60278753.979,60791277.847,41837751.502,75253154.003,86368988.883,38956520.44,27527935.583,24602533.541,46370926.569,63073691.583,80634364.599,35913357.502,15827763.388,90585843.627,80749979.73,42825196.82,20606368.937,13355459.341,41925588.033,73245445.0,61564668.682,47593771.925,26410083.887,59584874.589,25227224.972,83116527.368,53345620.167,26663341.876,50273038.929,47347412.722,96473437.476,71447837.488,65953140.667,63388664.362,82880543.717,11604520.893,73386320.692,40549083.78,32057830.914,90057479.734,69777470.586,1,1,0
86352299.698,78906984.984,52518977.008,66595352.725,48306527.52,48988305.062,60405560.449,14268375.69,52123457.768,60277502.715,60791237.003,41845377.867,75260041.216,86366415.568,38915752.425,27545966.007,24586832.378,46419834.014,63052695.969,80637323.29,35900858.991,15826690.571,90584381.948,80722731.887,42825249.197,20566821.731,13353922.172,41925069.257,73226660.045,61565600.366,47596976.604,26394291.318,59585737.62,25225067.907,83097723.218,53388663.848,26669629.496,50327432.403,47350000.534,96472368.017,71444201.393,65947122.43,63404449.637,82882834.274,11600660.127,73376378.918,40547126.184,32059774.104,90052679.104,69748203.505,1,1,0
86349216.708,78909882.979,52520470.502,66614925.555,48301428.784,48989894.996,60436326.086,14280254.614,52103039.495,60278969.744,60789675.376,41786707.107,75263906.52,86374937.99,38889783.563,27529250.058,24591833.111,46398372.492,63381011.683,80635781.222,35916956.219,15824048.942,90583978.347,80735067.715,42828342.742,20550484.929,13335152.95,41920917.434,73234011.574,62850836.455,47589396.651,26383061.083,59584114.69,25228831.446,83126286.558,53385552.147,26662823.665,50342245.078,47364599.861,96480087.173,71753967.907,65948539.724,63399963.128,82890349.799,11607001.937,73386514.949,40552217.124,32061166.778,90058704.765,69763050.445,1,1,0
86363493.598,78907393.767,52518295.567,66610178.761,48299350.631,48990068.231,60413097.228,14282206.287,52132407.646,60287961.362,60723762.542,41855969.722,75207899.214,86367620.961,38916481.41,27536675.969,24584214.769,46423966.989,63044996.459,80640877.837,35911672.693,15825498.48,90585528.283,80798090.327,42826403.681,20582972.691,13352964.48,41924262.111,73232830.262,61416574.115,47601018.437,26401064.588,59584569.13,25226686.481,83147801.31,53398283.794,26672295.854,50285174.326,47347860.291,96476015.571,71453200.799,65960838.283,63426177.789,82881781.673,11600670.741,73377952.478,40556269.909,32061169.496,90058744.791,69776872.528,1,1,0
86356747.317,78895705.272,52517576.038,66616601.638,48261044.869,48990753.689,60415359.397,14281517.178,52126181.426,60145019.432,60787458.565,41859833.465,75222536.418,86362956.051,38931530.544,27530735.869,24593266.682,46397950.886,63217307.657,80409674.811,35905817.708,15823801.117,90584402.818,80660674.292,42822314.154,20581666.871,13353866.879,41931873.333,73174661.023,61548751.683,47590698.738,26379180.409,59583794.714,25228234.491,82922910.461,53386643.744,26666097.335,50287091.823,47329166.016,96472472.001,71439600.361,65932658.456,63413373.74,82887848.969,11606839.339,73371855.529,40557762.56,32061577.603,90057433.434,69791828.376,1,1,0
86362268.718,78881014.835,52519644.829,66601357.142,48302137.153,48990101.929,60417974.036,14255181.273,52128665.331,60274456.969,60790284.717,41838401.563,75211432.896,86368818.313,38913655.307,27462236.266,24599376.903,46365371.107,63024888.546,80635681.53,35905285.116,15826147.474,90587131.988,80736931.769,42824368.782,20556445.725,13355622.738,41922274.544,73236254.028,61554641.413,47597582.589,26398005.289,59583714.165,25227923.118,83115282.396,53443866.832,26663524.687,50324338.299,47354284.29,96474184.835,71448284.795,66069163.031,63321373.228,82887119.691,11607541.099,73381568.938,40560582.811,32061007.32,90058632.781,69778437.041,1,1,0
86365027.51,78894089.374,52519994.294,66609127.577,48311915.722,48990308.096,60408812.474,14299621.713,52131498.936,60285719.205,60731709.1,41878366.936,75161164.498,86367916.608,38908457.498,27514026.977,24587160.548,46412436.133,63011784.774,80626206.47,35930023.466,15824939.542,90892266.465,80729677.713,42826767.372,20582809.273,13356588.527,41926411.874,73234671.501,61539706.347,47590416.184,26409402.37,59584911.038,25225639.567,83127147.661,53364297.807,26659730.045,50351213.725,47339766.378,96472406.86,71445174.517,65945066.565,63420545.088,82885888.42,11570691.973,73381497.599,40554207.434,32060410.012,90053935.081,69771933.075,1,1,0
86360136.839,78881805.147,52519176.834,66593919.428,48185936.084,48990142.918,60464056.738,14288867.592,52131999.509,60252940.824,60791130.686,41896796.698,75270882.863,86359502.275,38933366.557,27482441.185,24602703.797,46283696.787,63038346.165,80637866.563,35902050.062,15823339.061,90579643.143,80733463.117,42827786.055,20581142.612,13357322.7,41927883.986,73244158.366,61549797.935,47593531.376,26387243.539,59584505.981,25232210.864,83114816.542,53415640.48,26667235.056,50339856.899,47366445.753,96471641.821,71444618.386,65901626.923,63464658.596,82891164.671,11593912.135,73381644.355,40548252.688,31892627.174,90059599.938,69895929.31,1,1,0
86359562.925,78898683.509,52518992.442,66583712.489,48332987.556,48990125.492,60430814.566,14284058.929,52112520.462,60266825.142,60781113.763,41622816.755,75239308.661,86009555.551,38924128.877,27548913.234,24590573.326,46422631.061,63006482.246,80627584.816,35922166.203,15827488.963,90589914.382,80721636.306,42827119.149,20637929.758,13353517.339,41932848.559,73168177.7,61551668.151,47614151.47,26398700.289,59584435.899,25224595.545,83146720.889,53381188.685,26665018.253,50336594.611,47463976.865,96473560.451,71445168.943,65946322.302,63427345.178,82857728.395,11604803.849,73365484.368,40555371.921,32075852.726,90058261.501,69740467.58,1,1,0
86353381.643,78899831.988,52520633.881,66598811.857,48308300.953,48988872.478,60439187.958,14250907.594,52132697.518,60276419.742,60801973.031,41840820.445,75231957.366,86372593.06,39046874.057,27501613.453,24591334.324,46427494.928,63028895.918,80643402.129,35917028.351,15826841.235,90585303.247,80729669.432,42827134.016,20588621.797,13352038.556,41923166.254,73211740.4,61555581.695,47602085.1,26385553.885,59584076.481,25224576.911,83121899.802,53378031.507,26664896.744,50328965.049,47352154.083,96473792.131,71447517.816,65952419.24,63401016.288,82890358.694,11595418.555,73381116.462,40552859.993,32062086.821,90058939.365,69763117.414,1,1,0
86347743.916,78896679.059,52519440.418,66595304.086,48306379.168,48990175.315,60447037.394,14095306.348,52138539.665,60290222.78,60793509.779,41995018.186,75253896.021,86349736.471,38901572.928,27340294.11,24596906.228,46603281.565,59655466.365,80626488.608,35913024.042,15834905.395,90588363.595,80730442.439,42823003.344,20581894.149,13357572.389,41928528.705,73212976.508,61556964.934,47580917.644,26399101.712,59584092.818,25228063.767,83148215.601,53679485.773,26668504.815,50325943.913,47363256.265,96475020.516,71441923.067,65952526.983,63399786.987,82887530.437,11602867.516,73395891.21,40544017.763,32061890.695,90058209.619,69783509.078,1,1,0
86350380.42,78911457.223,52518927.279,66614496.325,48285925.013,48989827.928,60364251.036,14262155.388,52130310.473,60288717.992,60792473.902,41831483.461,75240834.888,86367704.622,44945659.815,27497807.377,24588962.505,46378461.318,63021090.752,80582758.903,35901991.14,15829173.02,90585623.201,80728324.369,42828316.379,20582119.778,13348439.122,41942218.188,73228512.16,61287509.359,47597861.642,26384099.181,59583588.402,25230756.822,83075863.122,53379364.529,26663894.671,49477996.682,47343244.177,96472507.736,71454979.556,65947712.438,63400168.864,82880268.891,11595330.009,73378419.373,40529197.649,32063704.293,90053933.358,69763788.609,1,1,0
86354046.464,78899393.637,52520711.587,66599448.758,48281701.923,48990330.264,60464805.697,14265966.011,52125475.367,60269382.137,60900552.401,41843025.485,75228814.207,86361615.167,38903287.326,27496940.147,24584501.484,46636215.377,63054459.676,80629892.017,35905708.653,15822794.318,90580691.997,80727231.327,42826489.459,20551240.901,13338699.029,41924520.3,73234227.433,61553775.684,47587817.906,26386307.928,59585908.902,25234506.791,83016769.188,53355804.739,26668351.664,50278076.367,41135902.232,96472713.53,71446439.123,65947499.007,63412765.767,82889270.7,11609480.999,73365417.826,40536575.953,32061114.257,90057907.657,69772407.018,1,1,0
86377925.525,78903827.289,52517363.215,66605325.207,48303793.156,48989663.111,60413384.766,14287122.346,52134120.865,60332451.998,60783716.596,41809897.069,75201194.373,86374305.807,39022560.881,27535016.206,24492229.53,46414942.254,62997566.142,80634917.939,35908693.285,15831775.422,90588724.182,80727875.439,42831977.713,20579716.15,13303726.192,41926667.066,73282154.109,61560819.63,47600457.501,26388555.156,59584497.126,25241295.484,83121330.19,53377339.972,26666554.179,50320749.885,47330053.453,96472185.412,71443733.512,65946649.674,63399228.211,82890784.907,11605556.002,73378290.726,40551096.56,32061757.268,90059163.883,69773942.32,1,1,0
86357622.038,78901069.109,52521156.325,66634165.291,48341866.393,48994506.569,60426656.595,14267416.066,52176934.328,60282892.188,60787671.973,41834578.906,75259614.414,86367380.135,38916010.723,27468245.027,24575986.64,46571423.316,63020341.769,80593864.1,35909305.48,15827309.801,90597601.92,80712821.683,42816645.558,20576318.108,13314236.363,42001771.555,73243206.907,61545069.231,47621691.662,26394914.553,59584612.004,25228437.759,83130654.489,53367655.899,26663526.654,50333818.495,47319744.382,96474778.9,71440230.158,65957107.788,63405845.623,82906192.795,11595710.227,73389749.899,40555625.374,32061025.507,90063486.339,69795021.055,1,1,0
86493141.628,78892758.616,52524459.884,66609680.334,48301732.506,48990582.098,60404679.687,14253968.252,52131811.814,60147279.291,60750253.12,41840766.685,75226140.323,86365324.062,38910417.262,27519952.307,24598813.117,46396393.296,63338529.63,80663245.19,35914587.748,15826511.614,90581602.24,80731101.51,42824721.731,20582445.425,13351919.699,41938374.66,73265539.777,61555072.424,47608344.29,26359842.697,59582290.539,25226784.284,83121131.534,53325341.983,26665725.592,50342304.115,47335782.479,96474422.676,71432141.855,65944334.729,63354592.886,82823783.463,11612130.678,73376647.177,40553274.101,32062096.897,90060164.106,69776453.214,1,1,0
86411028.531,78909023.497,52519323.939,66608661.36,48299976.626,48990176.053,60411077.263,14233900.778,52131197.67,60287130.577,61282495.478,41781638.491,75265551.705,86369561.384,38961959.701,27513300.443,24589307.728,46405752.069,63045339.443,80649824.441,35901833.14,15829829.675,90586480.392,80878219.187,42822314.073,20586073.413,13284880.905,41925955.142,73232443.144,61518789.813,47598265.452,26374102.423,59585188.833,25227241.973,83113291.493,53386360.343,26638770.143,50328825.516,47349729.636,96474456.721,71479970.224,65948969.194,63387376.905,82882139.921,11610600.232,73383038.162,40554826.054,32060332.621,90058873.011,69766274.151,1,1,0
86330014.358,78901242.117,52517417.245,66597076.761,48206203.827,48990018.133,60406303.36,14265094.909,52138627.541,60259659.822,60841545.592,41850932.134,75229024.587,86212478.523,38917302.626,28129961.891,24594898.439,46412792.692,63049563.853,80650221.232,35908063.414,15819442.61,90581819.1,80731338.778,42824095.143,20582570.706,13354995.353,41926341.052,73234324.174,61483334.016,47589085.595,26394897.943,59585017.412,25231450.991,83148445.682,53379904.935,26663234.338,50331019.581,47355491.596,96473770.703,71440132.358,65940502.358,64246191.897,82895933.679,11611332.544,73378275.959,40550699.222,32060871.183,90059174.572,69771373.758,1,1,0
86358451.821,78890370.86,52512286.146,66624759.206,48298323.866,48989529.445,60416402.398,14275026.481,52139036.442,60274259.161,60800007.728,42009578.829,75245258.507,86370298.279,38944452.541,27557625.525,24594008.97,46398500.363,62846224.615,80651525.824,35911413.861,15826510.286,90587060.335,80728977.239,42826520.516,20578910.94,13351188.665,41927056.988,73236686.861,61556237.921,47590415.093,26391960.768,59583601.914,25231014.047,83124866.576,53375875.309,26667085.608,50113015.262,47288577.099,96474119.119,71444549.975,65849961.759,63399788.295,82880262.57,11594418.205,73361045.235,40549026.408,32062350.584,90059091.082,69767920.089,1,1,0
86354180.931,78903848.558,52520666.039,66632336.862,48306813.178,48989822.44,60236564.958,14262104.065,52134504.715,60276404.349,60815417.874,41857841.77,74293272.08,86367956.768,38905249.32,27592428.686,24583093.388,46408277.472,63158692.71,80637768.192,35907394.955,15823027.321,90588270.729,80722407.653,42825761.577,20586962.259,13355358.873,41930331.602,73256201.686,61552269.786,47596281.395,26377913.143,59584306.272,25224812.689,83132014.064,53383490.139,26666661.194,50319067.369,47345075.612,96473568.71,71445601.1,65957208.428,63399788.291,82890462.718,11593948.149,73379908.787,40558713.745,32060059.885,90055063.097,69767638.274,1,1,0
86360607.347,78898283.907,52518898.783,66599204.691,48294847.244,48989945.628,60406256.695,14288856.769,52126090.635,60283605.219,60772470.689,41829371.757,75228499.609,86364698.469,38905479.736,27488682.129,24579820.952,46377018.64,63009210.83,80623310.578,35909115.436,15825038.994,90588517.039,80810739.305,42826046.868,20576635.294,13352050.932,41928453.394,73249475.391,61554565.425,47593033.929,26391713.77,59585561.028,25230664.397,83096268.835,53368827.7,26665247.638,50369985.546,47339560.647,96477002.449,71442817.46,65872276.416,63394791.093,82881924.261,11618722.322,73373471.372,40559752.404,32059921.729,90064063.786,69734849.944,1,1,0
86368555.179,78892572.11,52519319.909,66605561.729,48289627.824,48989928.725,60415165.037,14289368.119,52129840.067,60329244.037,60802181.339,41857454.922,75203301.197,86366767.516,38938499.351,27499877.685,24581924.356,46396913.345,63011671.662,80081610.335,35910026.21,15827688.754,90586139.488,80723363.589,42825767.252,20589761.891,13352280.005,41923630.876,73387319.04,61553831.827,47598092.284,26342673.557,59584598.869,25235678.159,83115502.649,53373092.812,26666974.634,51860987.173,47401475.533,96473087.437,71442463.292,65948590.323,63458560.671,82891146.881,11592097.802,73380777.844,40559652.992,32059623.751,90043773.036,69779990.946,1,1,0
86349747.157,78909511.464,52519041.359,66755957.682,48315944.07,48990288.612,60412912.968,14244396.221,52126678.416,60275614.437,60800028.455,41856623.074,75248389.529,86376361.791,38920056.241,27499465.676,24586605.158,46404459.037,63726887.64,80795692.362,35917319.548,15824091.536,90577908.094,80734594.113,42825465.237,20581445.833,13352216.382,41925869.353,73226282.8,61569046.938,47604202.071,26392340.177,59585405.549,25233666.157,83136962.304,53377121.949,26665712.148,50307010.098,47307303.039,96470591.153,71446481.233,66000894.948,63367883.391,82893665.944,11600206.699,73380594.973,40552577.675,32062892.58,90059008.224,69877511.214,1,1,0
86310104.994,78947773.888,52514629.694,66629627.92,48296990.537,48990059.624,60395718.085,14274459.985,52131061.298,60286621.623,60813586.209,41788257.024,75310518.914,86338620.13,38903769.685,27522579.76,24600302.677,46404570.412,62959568.379,80625764.287,35910597.2,15814188.678,90582910.281,80738076.933,42824546.257,20582884.877,13354031.499,41925318.633,73237053.797,61556661.823,47587521.719,26426784.61,59584202.972,25226553.627,83344909.69,53377008.244,26658925.195,50303038.676,47346161.384,96473117.979,71445729.089,65947228.091,63417496.906,82886505.188,11601716.852,73315366.389,40562600.888,32058567.055,90058044.987,69774802.255,1,1,0
86358499.59,78963209.075,52519165.923,66580570.774,48287366.345,48991589.727,60436648.322,14288538.97,52116296.2,60340686.175,60800852.015,41839197.941,75227938.505,86357038.969,38912694.7,27529070.775,24604275.938,46411883.189,63056581.063,80632446.623,35919568.32,15825404.206,90540363.956,80725874.444,42824574.896,20578890.875,13352202.236,41927517.621,73243828.055,61561356.028,47487307.532,26349284.84,59584240.901,25225097.353,83115829.642,53387411.456,26634253.951,50373963.479,47337074.305,96472709.347,71443798.973,65933611.103,63483085.54,82846317.936,12729647.718,73371227.272,40557916.031,32060879.425,90058614.759,69765673.031,1,1,0
86337002.136,78901045.088,52518105.259,66625865.956,48280920.852,48990030.536,60415551.674,14268260.188,52132057.234,60284440.011,60811001.221,41842760.256,75253954.958,86377196.465,38926606.745,28547848.94,24592238.882,46373974.008,62938444.711,80696456.838,35910471.695,15828829.784,90587449.936,80518955.999,42819934.769,20579126.943,13355835.073,41946843.487,73230602.571,61529663.362,47587117.052,26380822.054,59584526.002,25227219.173,83053177.987,53309282.35,26659409.831,50342269.994,47357631.846,96472082.016,71438663.24,65929183.049,63434448.939,82890809.332,11599554.29,73387856.528,40537807.582,32061803.687,90058085.394,69784651.715,1,1,0
86351300.231,78863601.609,52512065.373,66596798.188,48288251.03,48988837.904,60361390.153,14278591.613,52129925.155,60280859.451,60797832.152,41870365.893,75248093.784,86377395.859,38930394.994,27490424.025,24566737.224,46406946.952,63058953.043,80624696.214,35909439.461,15829368.354,90568025.938,80724400.482,42826343.653,20537379.74,13363422.722,41938940.539,73239785.761,61578357.798,47594542.917,26389568.781,59584762.343,25229576.049,83128972.554,53381919.226,26666096.276,50329311.807,47350198.574,96473975.398,71444596.727,65950783.165,63378264.004,82886942.529,11602953.395,73391402.541,40544837.028,32064643.234,90059170.681,69780980.881,1,1,0
85944833.093,78899225.713,52520098.318,66581601.088,48247082.804,48989811.284,60422555.601,14275266.427,52129409.794,60268490.458,60787449.876,41837053.971,75223435.226,86370331.873,38942312.78,27515485.685,24306312.934,46444796.936,63193578.507,80624255.668,35911033.561,15828004.142,90587121.769,80720169.311,42825449.593,20575367.65,13349804.238,42037916.217,73244667.228,61558171.315,47574280.323,26399004.102,59584520.81,25228907.024,83123715.846,53373895.767,26668353.583,50314733.391,47327298.975,96472945.747,71446446.125,65948407.389,63410423.477,82886047.539,11219161.332,73378934.688,40558377.091,32065092.691,90059062.189,69772901.056,1,1,0
86330900.474,78904995.234,52519553.912,66521972.747,48297998.412,48988091.421,60419653.063,14278743.724,52257484.976,60261322.42,60840417.625,41896482.123,75240530.047,86366814.233,38925059.35,27170658.09,24584144.125,46423078.745,63034133.191,80645186.989,35913422.955,15817143.347,90585794.231,80735815.912,42819646.328,20589311.205,13355406.816,41925793.325,73258946.875,61545370.129,47610072.508,26321875.338,59583643.345,25227009.12,83130812.507,53369006.999,26672913.831,50344237.099,47352023.596,96492314.251,71476120.963,65947633.133,63373226.557,82885264.833,11609204.223,73379462.874,40562617.985,32055186.183,90054231.91,69788664.428,1,1,0
86352974.411,78414634.625,52517006.718,66606301.921,48233205.584,48989352.884,60417641.024,14312985.532,52131029.482,60289394.734,60771591.54,41786414.111,75231079.217,86368218.244,38955236.811,27528108.706,24603812.152,46424945.319,62881920.994,80646007.131,35968620.893,15814559.552,90592537.822,80724971.643,42820919.682,20574329.983,13345174.128,41921975.793,73232626.231,61561665.374,47592984.985,26248852.491,59584284.722,25226983.341,83036320.787,53382592.755,26667579.881,50317824.117,47367429.39,96467327.29,71446960.197,65945313.286,63371397.387,82886273.377,11614109.282,73379001.416,40555572.839,32060212.337,90058774.123,69784048.106,1,1,0
86362449.007,78894968.047,52518171.296,66607524.746,48296932.403,48996140.9,60377855.121,14295781.761,52131716.208,60291212.065,60783678.106,41864914.202,75236307.38,86367516.292,38911603.631,27547501.183,24601912.277,46391715.561,63138064.238,80660138.712,35908885.968,15826977.936,90592933.34,80726380.84,42825784.171,20580373.092,13354538.619,41924493.121,73226354.366,61562299.608,47595966.234,26413753.264,59584363.74,25225408.862,83451056.103,53336727.963,26664867.696,50340588.908,47376421.59,96472651.098,71445561.51,65939171.311,63409915.315,82895130.194,11631457.398,73392370.782,40548133.976,32061820.381,90058379.374,69813844.911,1,1,0
86348716.938,78897325.857,52518400.009,66601752.8,48321112.2,48990238.84,61372748.329,14267019.71,52130286.209,60278209.088,60783392.956,41738606.046,75227409.437,86370477.825,38917981.35,27529067.482,24591711.216,46398037.8,63041549.014,80655158.588,35922517.122,15829433.99,90590848.602,80726141.764,42827551.355,20554466.712,13354811.875,41920816.997,73220915.062,61559026.197,47600605.883,26365586.637,59583991.365,25240697.855,83123120.913,54648591.53,26666801.357,50330136.354,47352558.465,96458649.574,71442392.382,65944752.306,63410836.378,82886665.421,11626642.538,73399233.795,40550951.107,32063375.263,90055159.916,69764584.865,1,1,0
86355377.475,78962105.741,52520116.608,62453450.066,48306647.409,48990173.904,60412762.664,14278316.038,52130945.448,60363544.867,60793408.936,41841064.092,75303939.867,86366444.631,38742490.065,27502549.806,24607348.144,46400500.95,63169479.757,81161376.916,35914184.393,15827573.846,90586276.867,80727806.72,42814888.111,20566360.078,13360602.839,41930473.75,73222607.25,61549885.06,47566577.854,26376729.772,59584439.529,25227245.006,83152337.932,53380446.005,26664335.077,50330920.684,47353837.246,96473232.353,71440741.998,65939350.113,63372553.965,82880012.864,11596350.042,73381876.684,40555223.374,32058604.104,90058218.223,69735848.585,1,1,0
86365060.408,78921656.835,52519187.665,66434716.062,48283048.867,48990418.128,60549375.769,14258092.692,52135034.022,60263763.304,60797424.713,41852966.313,75233224.747,86366447.833,38896015.361,27510166.319,24599211.446,46407236.015,63069200.233,80639889.28,35909007.573,15825835.512,90578403.512,80734592.716,42826317.422,20584966.775,13353716.475,41899261.667,73235487.481,61567084.595,47589576.661,26388901.55,59584427.441,25227009.775,83132931.48,53379053.783,26663866.506,50266607.466,47330841.072,96472291.926,71443481.921,65947858.868,63434943.069,82884097.388,11619004.345,73367969.318,40551799.001,32063609.322,90043679.246,69773739.661,1,1,0
86358838.648,78903727.204,52519101.693,66603748.119,48295247.797,48989798.386,60389254.239,14302399.729,52129951.57,60231181.99,60931809.988,41849742.358,75224865.742,86367164.468,38932841.181,27517568.135,24597462.912,43969165.52,63092985.35,80638888.188,35910250.423,15833476.343,90606414.575,80715417.886,42842993.534,20570816.422,13355119.786,42191247.406,73262292.453,61563632.393,47590456.472,26386982.304,59586351.316,25224026.123,83127129.797,53371799.411,26652197.237,50383057.329,47351972.468,96473016.902,71453707.896,65944008.932,63389640.973,82889912.99,11605002.693,73389342.826,40546788.32,32064945.921,90058389.298,69778572.987,1,1,0
86359387.117,78899167.395,52519007.421,66595212.946,48171206.426,48990180.638,60414536.863,14272718.11,52129797.833,46682670.462,60794260.723,41834499.62,75255483.226,86357655.53,38911478.132,27091836.45,24591685.625,46414873.082,62743374.033,80641770.374,35913499.703,15834322.827,90586491.806,80731511.817,42825079.738,20621716.956,13358394.196,41920646.938,73467247.928,61551043.031,47584326.778,26383955.134,59584619.792,25242160.766,83324679.691,53373466.529,26664521.459,50253916.905,47346681.59,96467663.518,71446666.582,65944280.563,63406746.511,82886648.297,11603999.707,73375580.573,40545444.415,32063397.074,90075470.549,69791506.613,1,1,0
86355536.514,78915475.678,52504395.436,66608804.902,48287850.063,48989108.367,60387923.681,14284194.569,52131210.996,60267982.621,60834593.366,41852332.679,75227998.413,86374478.14,38923846.931,27383959.618,24593279.204,46405686.578,63082871.351,80633847.277,35916200.984,15827015.046,90584579.39,80695238.105,42826711.176,20580003.728,13355226.801,41934418.353,73230747.009,61553169.326,47589460.815,26452896.155,59584175.249,25227291.819,83157134.709,53370086.055,26664151.607,50304450.276,47365645.676,96473316.05,71447636.487,65525320.848,63397765.22,82887795.6,11589017.389,73493296.222,40547621.543,32060953.883,90060390.558,69777781.504,1,1,0
