f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,Person,Actor,Place
990620.559,646842.69,648102.114,16843.267,460879.546,808329.863,70261.264,5645.121,25335.823,714829.966,419318.476,545480.616,878686.855,674881.079,110276.151,20089.235,636440.059,119852.131,160541.743,249769.214,140190.979,419513.716,922550.705,8239.472,8458.366,37808.94,867943.381,100358.201,54627.671,227891.723,2804.968,684625.384,383008.172,968834.678,17503.864,809622.96,291130.663,47358.947,36116.071,2463.261,197802.795,645225.768,2265.769,12979.718,668352.089,864198.093,90486.656,45852.352,138074.876,301528.632,1,0,0
990570.293,646836.121,647219.617,16829.849,460800.176,808868.398,70248.757,5647.205,25327.077,714825.318,419925.95,545479.008,878656.759,674751.12,110469.199,20107.178,636606.869,119851.547,161264.341,251199.996,140186.186,419432.306,922543.869,8285.597,8458.614,37830.164,868055.755,100518.488,54571.463,227817.573,2809.236,684651.749,381844.648,968909.69,17541.748,809618.908,290963.173,47414.579,36145.08,2461.704,197794.987,648455.799,2253.067,12979.172,668370.883,864418.701,90434.581,45860.83,138085.171,301566.317,1,0,0
990605.808,646815.702,646670.014,16843.925,460033.168,809075.941,70233.267,5646.623,25338.853,714892.609,420097.571,545479.116,879153.856,674671.61,110289.597,20109.175,636434.552,119829.408,161143.402,251193.138,140387.024,419416.556,922569.907,8242.074,8456.14,37838.318,868161.224,100209.216,54662.927,228026.328,2806.527,684412.247,383134.444,968854.283,17528.949,809635.882,291330.417,47341.803,36116.052,2461.12,197717.557,644865.267,2259.011,12977.334,668645.788,864438.198,76519.516,45802.109,138078.6,301544.758,1,0,0
990658.63,646836.958,648538.27,16848.823,461222.919,808870.604,70299.192,5637.268,25347.991,714708.777,418492.418,545479.473,878608.419,675202.086,110292.666,20084.866,636442.467,119839.041,162030.782,251121.965,140135.406,419310.409,922512.227,8192.385,8459.845,37894.931,867958.303,100367.506,54593.941,227982.18,2802.84,684367.863,383037.498,968838.574,17532.724,809599.597,291288.357,47504.391,36117.338,2462.062,197587.813,645438.532,2263.436,12986.242,668588.591,864400.196,90496.257,45877.043,138073.61,301552.721,1,0,0
990587.57,646835.531,646139.585,16848.042,460894.238,808086.709,70249.03,5648.344,25337.321,714827.248,420146.866,545480.355,878700.782,675063.941,110368.841,20110.532,636399.758,119702.574,160991.475,251176.401,140125.426,419546.676,922471.432,8244.899,8458.255,37798.507,867966.016,100282.222,54593.248,227916.502,2804.502,684373.359,383337.318,968833.23,17534.759,809584.352,290516.001,47307.773,36120.484,2458.219,197609.204,645239.682,2264.184,12988.153,668262.308,864029.42,90470.343,45857.273,138073.505,301553.606,1,0,0
990579.849,646832.275,646892.224,16847.833,460845.345,808906.006,70227.277,5646.742,25335.43,710077.691,420173.347,545479.01,879646.562,675415.24,110370.679,20108.714,636626.41,119679.981,161569.241,251246.992,139935.056,419436.135,922437.293,8241.095,8464.929,37789.836,867789.308,100301.055,54551.465,225205.64,2802.368,686777.732,383667.365,968844.147,17529.174,809643.826,290953.814,47471.538,36245.263,2461.484,197698.256,645487.48,2324.701,12980.588,665999.115,864416.766,90497.89,45845.824,138080.153,301570.025,1,0,0
990567.954,646837.691,644930.724,16844.336,460854.835,808566.106,70109.196,5654.26,25308.885,714480.753,418373.782,545479.832,878700.011,675007.301,110072.78,20105.415,636443.416,119771.936,160040.89,252533.303,140251.136,419445.706,922620.074,8244.385,8468.65,37897.141,868020.898,100381.362,54599.024,227940.759,2801.616,684471.117,383133.369,968868.244,17508.688,809499.324,291178.71,47209.709,36123.687,2458.439,197366.02,645278.638,2265.185,12988.156,668311.364,864404.879,90456.378,45795.173,138091.684,301545.48,1,0,0
990594.148,646833.933,646472.651,16832.728,460725.517,808731.729,70262.961,5646.021,25343.705,713898.216,420100.107,545479.88,878750.738,674437.393,110244.441,20228.549,636442.708,119896.833,166705.184,251245.527,140238.046,419281.342,922595.291,8243.585,8461.57,37816.003,868059.014,100665.079,54541.488,227993.882,2827.623,682820.549,383137.346,968909.344,17532.832,809530.786,291148.168,47338.621,36118.775,2461.044,197768.868,641645.507,2265.227,12973.951,668311.228,864339.342,90494.328,45851.94,138071.105,301552.062,1,0,0
990582.608,646840.821,672819.623,16846.784,460188.655,809140.824,70244.076,5646.475,25337.14,714682.207,420179.392,545478.185,878603.567,674915.266,110280.745,20106.813,636372.57,119486.01,154471.102,251188.226,140227.214,419398.341,922466.019,8245.373,8456.99,37818.473,867976.859,100470.599,54601.142,227953.036,2820.579,684686.133,383126.481,968717.711,17533.681,809692.313,299665.477,47328.243,36118.585,2461.641,197806.643,644732.127,2271.533,12993.099,668157.554,864455.359,90510.089,45853.044,138089.542,301550.546,1,0,0
990609.425,646835.78,646920.089,16849.68,460931.783,809149.429,70651.47,5649.711,25330.19,713679.493,420578.959,545480.95,878686.163,674262.272,110280.769,20117.874,636408.432,119841.502,161408.631,251584.067,141165.346,419373.845,922498.868,8245.931,8486.74,37897.057,867747.46,111029.27,54549.989,227907.124,2802.737,685033.862,383312.982,968689.066,17535.197,812637.104,291881.807,47413.332,36116.333,2452.128,197674.857,645352.317,2268.442,12979.521,668799.781,864543.02,90485.338,45897.011,138085.784,301564.427,1,0,0
990560.137,646797.09,646424.499,16846.33,460813.49,808966.092,70274.518,5643.487,25324.507,714698.915,424232.372,545480.15,878772.989,674971.208,110291.359,20119.901,636455.406,119854.108,161171.341,251366.381,140246.272,419365.779,922803.899,8244.367,8462.374,37807.793,868014.762,100246.938,54519.565,227833.929,2853.819,684427.025,386710.98,968853.426,17856.321,809684.686,291216.812,47373.206,35699.075,2419.742,197729.042,644392.847,2281.099,12992.593,670219.44,863604.58,90487.782,45841.952,138105.406,301551.49,1,0,0
990582.594,646836.592,647538.726,16840.708,461275.442,808462.956,83328.789,5646.103,25321.733,714754.544,420050.943,545479.804,878792.018,675141.549,110330.565,20095.079,636401.885,119820.808,161076.917,251097.072,140287.763,421566.757,922486.84,8243.178,8467.272,37828.508,867969.586,100311.971,54571.129,228029.774,2822.454,684296.751,383183.162,968796.441,17522.654,809595.01,304741.827,47328.047,36113.941,2461.643,197888.168,647531.515,2269.357,13004.834,668625.115,864458.821,90442.854,45834.848,137735.544,301561.535,1,0,0
990612.431,646836.175,645999.034,16843.098,460927.315,809021.849,70285.731,5731.71,25386.049,714996.686,419591.315,545477.232,878785.424,674884.866,110284.964,20110.46,636596.628,119821.744,161623.672,250804.126,140242.691,419479.775,923624.838,8243.89,8466.441,37588.009,867914.514,100174.804,54602.043,227966.899,2434.86,684868.272,383239.124,968857.478,17533.51,809716.165,290360.113,47351.507,36118.359,2450.849,197701.277,645862.496,2285.803,13023.182,668479.972,864062.04,90495.891,45873.178,138089.487,301546.064,1,0,0
990590.009,646837.037,646422.951,16842.458,460806.652,809519.903,70265.722,5648.93,25331.146,714772.885,419334.838,545479.562,878723.209,674826.082,110370.609,20204.953,636532.575,119803.314,160986.534,251158.293,140349.889,419493.765,922623.988,8227.077,8468.834,38157.511,861801.625,100310.895,54593.54,228049.33,2803.355,685301.503,383266.126,968827.971,17534.965,809613.563,291926.759,47371.168,36123.421,2446.762,198102.404,645346.982,2280.107,12983.502,668845.54,864248.066,90555.183,45847.461,138070.58,301543.356,1,0,0
990571.406,646420.044,690432.077,16845.983,460621.308,809235.497,70254.518,5647.322,25331.368,714719.19,419777.421,545479.784,878687.075,674672.303,110278.343,20182.713,636449.877,119845.957,161219.579,251321.191,140171.18,419412.06,922515.733,8237.592,8450.481,37827.775,867557.628,100781.355,54684.49,227839.534,2797.658,684209.785,383132.528,968901.232,17532.459,809612.215,291023.169,47335.374,36120.554,2462.215,195598.409,645428.032,2266.84,12968.984,668468.26,861781.55,90496.372,45857.446,138046.19,301551.095,1,0,0
990625.291,646832.618,646743.995,16841.797,460831.567,808795.385,70125.837,5648.836,25331.004,714676.754,419707.074,545479.272,878909.925,675423.255,110277.464,20113.929,636422.038,119855.313,161298.184,251196.69,140202.994,419406.043,922542.763,8242.005,8455.725,37825.543,867948.592,100584.457,54540.999,227965.627,2804.944,684687.218,383010.41,968857.462,17537.269,809835.211,291233.683,47340.487,36119.061,2461.871,197661.012,645688.163,2268.541,12987.664,668410.354,864415.194,90478.24,45755.334,138077.185,301521.823,1,0,0
990672.907,646828.024,645019.173,16839.863,460886.711,810351.551,71024.568,5647.885,25333.825,715189.977,419501.325,545479.828,878705.721,674867.229,110271.905,20135.432,636434.26,119829.074,161225.076,251346.224,139947.807,419481.985,922706.273,8244.551,8459.93,37801.103,868003.886,99797.786,54564.929,227976.185,2803.561,684635.981,383188.981,968858.63,17526.377,809628.854,290966.83,47390.24,36125.525,2462.747,197970.789,645486.951,2267.216,12979.863,668329.482,864840.82,90502.021,45854.027,138090.641,301553.563,1,0,0
990516.143,646833.837,646664.307,16842.817,460947.925,808872.762,70205.869,5648.15,25340.608,714788.923,419522.975,545479.572,878947.962,674905.496,110295.242,20109.079,636566.997,119771.881,160256.246,250969.815,140086.478,419491.38,922488.237,8224.557,8460.056,37799.165,867628.422,101360.379,54763.4,227942.263,2807.886,684766.875,383073.464,968772.795,17533.065,809593.03,291218.556,47206.843,36132.125,2461.363,197709.426,645301.855,2267.198,12980.105,668395.173,864271.171,90443.423,45842.371,138102.619,301552.935,1,0,0
990561.512,646872.913,645391.909,16844.401,460828.574,809234.71,70253.825,5648.081,25302.778,714469.427,419417.926,545480.346,878343.251,677901.828,110283.373,20115.68,636432.499,119854.049,161432.516,251102.316,140428.076,419416.844,922495.735,8244.477,8455.327,37805.579,867921.552,100134.698,54613.226,227861.819,2806.828,684616.649,383142.33,968912.146,17535.94,809595.775,290163.828,47382.161,36128.386,2461.382,198281.621,641800.562,2265.466,13061.45,668444.949,865242.936,90466.22,45850.408,137966.85,301552.398,1,0,0
990616.143,646810.573,643583.682,16842.435,460964.429,808078.257,70266.845,5647.57,25336.143,714866.702,420788.069,545479.391,880262.284,674583.644,110306.212,20062.188,636425.607,119853.177,161301.691,251267.131,140179.645,419408.076,922137.41,8239.363,8463.131,37819.706,867887.91,100974.11,54596.594,229470.719,2803.794,684625.164,382957.436,968841.382,17532.784,809587.205,291119.674,47374.777,36134.326,2462.431,197834.979,644707.6,2264.915,12979.227,668347.665,864492.077,90373.858,45850.783,137874.826,301558.881,1,0,0
990605.669,646833.591,646587.661,16851.742,460851.665,809291.199,70242.676,5647.265,25346.542,714832.614,419505.485,545484.011,885684.285,674207.756,110257.077,20118.341,636135.742,119862.243,161268.668,251196.92,140176.289,418566.08,922525.685,8231.755,8425.802,37795.412,867905.401,100374.195,54610.415,228201.098,2804.282,684862.953,383515.992,968894.223,17533.24,810076.228,291531.569,47299.217,36119.158,2458.416,198043.524,645769.104,2267.207,12974.922,668429.119,864391.576,90504.617,45860.282,138095.968,301601.594,1,0,0
990582.014,646885.96,647427.18,16811.7,460856.527,807982.987,70253.784,5647.438,25333.012,713992.391,419902.553,545478.116,878851.556,675074.8,110288.446,20101.901,636275.885,120099.91,161351.377,251289.417,140092.614,419375.148,922567.038,8241.512,8461.918,37823.718,868019.222,100279.578,55184.835,227665.561,2804.385,684399.016,383127.688,967996.842,17532.151,806871.329,291050.333,47328.588,36107.12,2461.79,197728.336,644506.234,2264.46,12992.566,668336.062,864437.932,90544.188,45882.44,138075.25,301573.969,1,0,0
990589.787,646821.705,646106.358,16842.085,461102.394,809288.912,70134.195,5647.523,25314.34,714686.538,419499.936,545479.432,878747.316,674909.754,110345.279,20085.741,636795.221,119855.495,161215.89,250060.364,139936.748,419534.582,922536.842,8253.108,8461.082,37816.143,868001.564,100020.085,54591.245,227965.021,2804.79,690163.4,383259.634,968806.533,17537.407,809629.699,290544.03,47429.724,36123.278,2461.326,197737.267,644916.019,2264.567,12956.209,668398.408,864551.651,90493.098,45856.879,138084.425,301540.624,1,0,0
990562.468,646830.655,644506.908,16848.245,460636.725,809127.264,70261.143,5645.745,25329.822,714705.045,419540.736,545480.241,878912.68,675353.909,110298.682,20105.459,636380.091,119536.892,161383.003,251398.343,138067.834,419483.867,922550.267,8239.595,8459.279,37813.252,867987.242,100346.702,54601.459,227981.366,2804.368,683721.363,383138.485,968999.235,17534.265,809526.306,291028.024,47328.532,36115.834,2439.158,197525.456,645618.394,2262.205,12985.843,668296.38,864338.637,90495.52,45842.24,138046.609,301538.93,1,0,0
990533.595,646838.546,646201.356,16845.072,460820.887,808878.662,70265.381,5647.353,25407.191,714638.001,420857.107,545479.672,878759.888,675055.131,110260.974,20077.181,636587.82,119757.736,161151.475,252263.099,140253.521,419408.657,921545.182,8241.453,8456.868,37819.498,868228.41,100292.412,54516.236,227965.066,2804.277,684499.118,384429.789,968834.299,17516.833,809728.542,291032.716,47342.916,36114.244,2461.627,197413.613,645570.75,2265.78,12730.61,666785.043,864378.318,90496.119,45849.861,138098.621,301551.782,1,0,0
990630.745,646872.066,646117.549,16843.887,460959.994,807394.631,70315.163,5646.818,25330.303,714834.158,420319.402,545479.729,878776.643,674820.996,110280.577,20130.836,636420.224,119891.993,163689.425,251525.303,141249.258,419484.626,922419.708,8246.243,8462.502,37805.863,868068.174,100736.27,54561.431,227894.015,2803.32,684971.69,383119.269,968835.692,17532.5,809558.106,294222.869,47365.634,36124.927,2451.289,197410.195,645656.227,2270.723,12961.052,668636.859,864739.197,90479.44,45841.791,138081.654,301542.509,1,0,0
991307.945,646832.858,650021.234,16844.457,460868.986,808561.724,70245.141,5646.608,25349.458,714818.208,420239.914,545479.616,880395.019,675059.524,110280.628,20104.314,636324.313,119816.703,161405.319,251266.633,139747.656,419550.796,922573.264,8260.284,8461.045,37868.874,867930.333,100496.68,54592.945,227757.548,2804.85,684584.909,382931.981,968779.815,17533.672,809646.729,291215.571,47398.272,36111.71,2461.118,197711.985,646095.187,2274.773,12857.999,668419.657,864307.139,90488.125,45849.0,138098.759,301506.971,1,0,0
991294.053,646835.793,646784.832,16846.699,460882.356,808730.243,70224.916,5647.71,25333.695,714712.659,419624.142,545480.469,867114.952,674791.196,110291.483,20107.781,636448.7,119793.763,161554.025,251513.683,140041.074,419444.914,922500.688,8248.44,8461.513,37821.38,868020.072,101040.061,54540.556,227918.688,2805.373,684763.487,383230.976,968888.101,17533.214,809554.417,291070.478,47371.909,36119.581,2462.879,193895.654,645286.645,2265.288,12973.592,668439.562,864496.955,90480.712,45858.181,138102.351,301551.63,1,0,0
990574.365,646836.603,646557.403,16889.265,460759.25,810451.287,70168.59,5645.537,25335.482,714700.995,419715.792,545481.17,879059.095,674468.927,110310.188,20104.934,636486.045,119830.079,162031.316,251269.339,140240.775,419248.623,922497.671,8247.318,8460.819,37789.156,867962.902,101388.392,54569.673,227430.61,2814.441,686269.024,383426.962,968844.553,17554.316,809620.004,291009.175,47326.682,36119.432,2463.773,197786.677,645236.892,2266.835,12961.453,668475.294,864539.619,90535.118,45853.091,131923.768,301550.278,1,0,0
990583.225,646834.709,649851.709,16844.963,460923.001,808582.07,70310.822,5650.544,25329.718,714731.777,421262.253,545483.64,878767.934,674940.093,110372.263,19997.086,636417.472,119843.489,161732.146,251317.636,140273.315,419431.104,922541.163,8243.543,8465.534,37962.335,867934.017,100094.274,54568.246,227953.756,2884.637,684546.532,393505.238,968843.488,17524.034,810041.133,291516.513,47427.973,36112.399,2459.346,197714.295,645425.312,2268.162,12980.78,671006.475,864428.75,90471.08,45844.621,138074.167,301551.518,1,0,0
990565.991,646836.112,647462.042,16845.337,460788.847,809269.048,70215.48,5647.769,25329.435,714720.29,419778.966,545473.732,878685.079,674962.017,110292.886,20051.869,636142.842,119794.613,161018.312,251326.492,140152.629,419669.97,922442.876,8254.318,8463.792,37811.0,867973.437,100378.57,54438.264,226729.331,2805.387,684108.82,382145.555,968628.52,17535.667,809608.8,291031.469,47353.049,36136.439,2482.698,198125.282,645385.208,2266.2,12974.258,668450.649,864409.687,90486.026,45852.899,138073.087,301551.276,1,0,0
990571.867,646837.554,646543.795,16842.685,460842.023,808390.807,70291.378,5648.403,25330.348,714705.769,419948.079,545479.242,878641.307,675002.509,110265.128,20130.746,636480.475,119828.257,161226.87,251207.795,140199.324,419460.904,922547.214,8224.58,8460.852,37816.732,868619.81,100266.205,54589.789,228013.021,2805.463,684739.126,383004.391,968867.59,17533.071,809954.423,290946.004,47361.64,36141.789,2461.115,197884.655,645473.509,2271.271,12962.854,668432.074,864359.557,90494.172,45845.531,138211.175,301548.191,1,0,0
990581.495,646834.702,646984.71,16842.024,460873.995,808690.666,70238.939,5647.744,25334.121,714307.657,419851.007,545480.956,880421.423,674852.347,110266.806,20094.136,636601.734,119821.709,161439.568,251134.6,140080.696,419447.456,922575.55,8151.055,8461.059,37804.254,868019.74,100449.02,54546.807,227867.888,2804.348,684650.849,383045.948,968701.028,17531.834,809618.327,291079.296,47383.596,36109.668,2461.964,197673.521,645462.417,2267.264,12973.963,668442.397,864444.679,90512.081,45920.739,138079.228,301550.906,1,0,0
990597.539,646802.111,646368.569,16843.319,460431.012,808987.561,70185.284,5648.232,25333.225,715602.007,421290.85,545480.031,878879.393,674740.09,110274.013,20116.998,636344.26,119823.396,161325.078,252317.928,140627.592,419463.773,923139.8,8249.153,8469.746,37798.147,867967.908,100564.971,54393.959,227996.209,2798.307,684290.604,382964.895,968811.485,17534.836,809654.241,291049.444,47515.114,36419.265,2462.475,197718.815,645670.261,2266.934,12957.448,668461.23,864402.996,90471.469,45585.98,138098.027,301566.782,1,0,0
990473.437,646808.0,646675.711,16821.67,460843.653,809049.523,70336.351,5650.205,25334.666,714640.468,419780.173,545479.889,878781.302,675080.232,110288.688,20098.349,636257.484,119574.276,162183.433,251229.152,140227.015,421176.34,922533.215,8248.629,8463.632,37806.505,868352.845,100326.312,55179.946,228010.821,2804.707,684118.04,383100.001,968926.552,17529.621,809652.739,291015.552,47311.078,35960.76,2466.256,197508.419,645305.775,2263.212,12976.712,668851.037,864266.146,90463.239,45841.719,138121.99,301531.205,1,0,0
990595.362,646822.991,646937.683,16842.741,460904.877,808561.876,70228.311,5662.226,25318.584,714754.963,419932.888,545479.745,878739.892,674919.472,110263.036,20110.53,636374.464,119821.446,161362.142,251307.787,143817.8,418950.291,922510.689,8245.521,8462.721,37824.343,867983.976,100414.243,54584.747,227994.585,2805.161,683962.318,383205.796,968867.56,17516.693,809590.889,291047.094,47355.814,36118.521,2462.288,197828.273,645895.999,2186.897,12974.628,668377.996,864350.662,90504.878,45843.622,138088.15,301569.906,1,0,0
990548.331,646821.389,646287.723,16844.541,460806.218,809249.62,70650.518,5647.672,25355.619,714590.183,420147.834,545520.906,880590.775,674659.756,120292.256,20111.323,636500.335,119800.948,161067.121,251224.455,140154.565,419474.194,922573.625,8259.4,8463.117,37871.722,867938.892,100469.465,54561.333,228428.948,2803.618,684468.504,383059.244,968837.931,17537.617,809639.383,290988.531,47403.862,36117.846,2462.137,197828.623,645290.32,2268.037,12978.427,668391.311,864397.779,90505.615,45849.862,138061.864,301551.153,1,0,0
990606.548,646837.978,646383.963,16846.205,460888.012,808838.949,70152.105,5647.18,25334.357,714707.634,418379.172,545479.603,878896.478,675054.208,110289.006,20114.176,634988.258,120158.17,161222.096,251251.137,140368.426,419463.455,922563.455,8242.35,8460.675,37743.627,868571.971,102800.429,55217.332,228102.035,2804.515,684630.542,383111.674,968791.471,17532.813,809667.33,291394.271,47320.719,36112.967,2464.418,197722.847,645638.844,2263.034,12985.468,668468.829,864242.836,90580.633,45845.658,138080.579,301562.986,1,0,0
990706.697,646823.612,646641.386,16845.855,460985.228,808760.419,70266.673,5644.772,25338.18,714700.661,420866.06,545479.814,877206.367,674935.314,110288.721,20120.979,636420.978,121604.426,160181.411,251940.805,140125.769,419378.142,922618.687,8232.951,8458.906,37832.349,868003.905,100469.364,54950.452,227922.518,2803.009,684955.508,383845.923,968847.397,17539.308,808984.396,290772.253,47378.453,36119.31,2457.938,197674.503,645219.069,2266.569,12885.132,668849.937,864384.533,90486.6,45815.347,138115.709,301550.055,1,0,0
990577.445,646829.122,647653.591,16857.6,460907.187,809520.629,70194.717,5647.887,25334.751,713875.871,419824.348,545479.606,878852.931,674717.537,110288.606,20087.625,636450.818,119523.768,161340.746,251045.02,140110.025,419379.076,922576.69,8240.986,8457.848,37811.941,867947.798,100309.486,55214.212,227972.465,2799.668,684674.913,383331.557,968806.235,17535.827,809492.496,291420.191,47310.716,36117.909,2461.92,197708.484,645274.543,2269.523,12982.483,668413.102,864434.204,90467.712,45847.016,138275.674,301548.603,1,0,0
990600.981,646834.996,644354.19,16849.546,460843.565,809140.34,70240.686,5643.945,25334.305,714631.898,420588.896,545479.602,878822.828,675085.97,110289.027,20147.312,636485.962,119776.248,161345.385,251292.884,140253.273,419421.311,922547.326,8227.131,8444.775,37775.375,868002.436,100150.171,55228.641,227615.372,2806.376,685020.163,383130.28,968856.157,17534.164,809635.195,292552.969,47320.267,36148.433,2461.511,197828.547,645768.024,2263.816,12974.731,668384.965,864283.071,90474.771,45584.62,138079.723,301548.417,1,0,0
990565.435,646831.48,646300.132,16872.087,460927.768,809171.594,70160.373,5648.395,25334.931,714634.432,421932.204,545480.007,878762.759,675168.526,110288.969,20126.501,636499.477,119788.963,161372.954,258358.433,139998.676,419409.49,922511.785,8243.265,8454.244,37859.132,867994.263,100185.144,55287.726,227823.068,2805.203,684226.099,383129.904,968945.352,17539.419,809629.757,291293.763,47358.864,36091.015,2460.931,197719.369,644506.096,2268.521,12976.427,668426.242,864434.661,90695.35,45802.473,138103.73,301551.291,1,0,0
990593.797,646839.118,646105.547,16849.829,460717.898,810178.87,70249.733,5646.964,25334.422,714801.894,420245.31,545480.836,878825.514,676541.081,110271.065,20102.946,636860.836,119779.822,160758.261,251210.881,140100.018,419401.266,922591.307,8255.762,8474.202,37803.535,867959.123,100409.262,54550.717,227997.234,2807.898,684555.09,383186.627,968941.347,17527.237,809913.593,291144.513,47289.779,36116.917,2503.994,197610.27,645672.219,2260.44,12976.99,667934.688,864636.639,90518.637,45938.4,138077.597,301558.383,1,0,0
990581.888,646825.68,646772.839,16818.804,460848.173,807515.294,70341.868,5644.793,25333.353,714792.77,419906.708,545480.125,878826.515,674887.197,110288.528,20058.891,636738.918,119836.744,161370.34,251303.147,140112.863,419372.169,922513.319,8240.254,8461.335,37810.399,867965.493,100111.171,55195.087,228021.347,2804.507,680502.939,383144.92,968789.521,17530.262,809755.807,290982.747,47328.511,36112.219,2461.761,197715.811,645365.921,2279.585,12987.852,668274.696,864440.034,90469.896,45885.568,138075.748,301549.002,1,0,0
990583.187,646825.595,646958.469,16840.829,460848.186,808686.195,70274.96,5647.422,25333.515,714332.808,419914.237,545479.701,878847.582,673818.82,110288.38,20103.928,637652.571,115183.455,161346.332,251314.911,140092.36,419385.069,922554.11,8241.186,8461.143,37794.558,867930.895,100304.719,55272.962,227831.219,2804.376,683514.286,383143.009,968806.541,17540.048,809735.47,291095.673,47330.611,36115.426,2461.538,197727.841,645478.293,2263.544,12983.388,668285.439,864439.578,90474.823,45882.982,67089.107,301549.104,1,0,0
990582.042,646828.056,646953.456,16838.922,460848.479,805687.896,70480.557,5647.288,25333.597,714668.565,419921.472,545479.883,879004.769,673975.436,110288.468,20107.009,636390.411,119822.257,161353.999,251287.646,140052.865,419372.619,922550.764,8240.111,8461.37,37743.916,868001.15,100304.663,55210.326,228320.839,2804.487,685788.178,383149.664,968900.445,17544.382,809674.594,290919.653,47328.993,36126.783,2461.731,197724.465,645777.574,2262.814,12997.003,668468.932,864440.132,90486.183,45883.608,138028.777,301470.24,1,0,0
990558.805,646835.707,646807.822,16837.221,460958.277,808834.347,70305.103,5645.551,25338.949,714823.031,420250.289,545480.224,878722.589,675000.89,110289.563,19893.422,636445.835,119701.023,161291.495,251315.74,140186.141,419286.561,922474.55,8238.351,8460.559,37810.144,867906.24,100411.435,54585.405,227838.003,2799.991,684362.41,383458.588,968837.953,17531.795,809586.075,291072.103,47561.516,36126.057,2461.434,197713.351,645506.794,2259.449,12994.937,668413.786,864393.308,90493.774,45854.108,138082.54,301552.616,0,0,1
990577.99,646795.003,646784.477,16847.527,460933.513,808838.062,70766.47,5646.848,25332.194,714769.421,421320.569,545479.374,878830.472,674990.967,110299.737,19796.544,636449.774,119356.697,161153.622,251253.092,141643.865,419207.391,922470.962,8183.228,8462.625,37859.919,867880.322,100341.283,54546.826,227900.539,2805.417,684529.594,383257.934,968851.489,17537.823,809586.998,289659.263,47764.309,36129.742,2772.569,197710.661,645508.366,2268.503,12985.61,668461.145,864375.175,90453.636,45881.134,138083.918,301551.18,0,0,1
990530.754,646831.348,646571.243,16831.985,489671.771,808783.968,70255.762,5648.329,25343.697,714722.631,420693.503,545480.118,878997.831,674857.03,110307.984,20104.821,636446.177,119842.969,161301.76,251018.925,140188.233,419304.965,922493.437,8247.707,8462.043,37824.637,867984.651,100654.921,54572.107,227934.084,2796.295,684511.29,383117.5,968824.009,17580.761,809620.694,291187.736,47337.203,36153.513,2458.875,197754.402,645394.994,2261.469,12980.501,668319.485,864377.167,90494.827,45852.766,138078.788,301508.924,0,0,1
990578.513,646833.788,646789.686,16848.877,460856.862,808755.914,70288.915,5647.46,25335.819,714704.602,419819.76,545479.67,878688.261,675007.031,110290.008,20106.953,636460.749,119822.723,161300.499,251253.1,140176.346,419412.001,922667.589,8243.119,8463.3,37817.771,867984.469,100400.536,54572.689,228238.55,2801.516,684902.568,383175.803,968850.624,17532.626,809693.099,291099.302,47364.476,36120.192,2460.27,197610.844,645544.258,2264.017,12983.687,668224.793,864427.687,90513.972,45864.347,138080.556,301552.573,0,0,1
990593.185,646833.205,646907.088,16854.065,460958.139,808870.629,70264.579,5647.55,25338.044,714335.997,420781.366,545479.715,878790.857,675037.682,110287.826,20088.796,636450.385,120040.724,161379.647,251273.224,140188.345,419433.948,922525.036,8264.162,8462.345,37812.497,867980.998,100462.36,54683.868,227908.951,2801.364,684652.898,383290.13,968840.17,17533.158,809599.339,291021.742,47351.262,36120.677,2460.673,197725.151,645496.907,2264.903,12981.78,668431.934,864386.269,90499.897,45853.515,138084.758,301551.668,0,0,1
990483.093,646829.891,646294.547,16849.63,460831.13,808971.703,70269.401,5651.182,25343.247,714948.959,420327.858,545479.506,879143.412,674941.275,110278.615,20112.579,636229.21,119826.019,161269.246,247689.645,125567.806,419503.75,922513.906,8247.841,8460.351,37706.303,867969.52,100613.742,54528.325,227989.32,2808.586,685014.808,383021.124,968860.283,17536.793,809574.609,290896.588,47330.422,36131.317,2462.357,197748.038,645522.111,2264.849,12974.814,668409.782,864413.161,90561.784,45849.291,138034.505,301554.072,0,0,1
990596.296,646855.657,646483.819,16847.337,461133.167,808704.197,70234.096,5648.277,25325.852,714762.354,428393.259,545479.821,878842.688,675002.591,110279.428,20099.895,636415.738,119927.793,161368.264,251154.31,140121.434,419426.428,922582.055,8253.802,8466.243,37779.855,867993.562,100334.962,54685.912,228089.212,2803.614,684451.983,383635.683,968868.64,17531.545,809589.468,291609.855,47345.636,36116.946,2460.851,197641.821,645008.722,2287.887,12958.394,668386.966,864545.656,90475.676,45853.66,138069.612,301552.567,0,0,1
990574.978,646824.46,646815.021,16837.123,458364.493,808725.8,70398.74,5645.857,25336.806,714723.341,419177.072,545479.745,878832.7,675008.289,110282.896,20077.126,636461.092,119833.393,161233.891,251495.455,140189.568,419370.199,922582.259,8243.147,8462.471,37819.794,867984.042,100409.762,54565.936,228002.948,2801.447,684644.301,383311.209,968824.027,17522.193,809602.174,290254.214,47327.572,36123.919,2429.976,197773.698,645594.015,2263.774,12980.5,668404.153,864412.321,90523.494,45863.496,138055.453,301551.297,0,0,1
